index,year,month,page,content,html_tag
1433,1986,mar,2,"It is now obvious that such persons have  submitted themselves to Satan, the Master Hypnotist, and that he fully controls  their minds, their eyes, and their hearing. Thus, they cannot think, see, or  hear anything on their own. The Qur’an explains this strange phenomenon very  clearly in 17:45 and 18:57. The invisible barrier mentioned in  17:45 is the hypnosis inflicted upon those who refuse to believe Qur’an and  submit to its truths.",p
1434,1986,mar,2,"Shown   below  are eleven descriptions  of  persons under hypnosis (Hollander,  B. “History and results of hypnotism.” In search of the soul. New York: E. P.  Dutton & Co., 281 – 296).",p
1435,1986,mar,2,Continued on page 3,p
1436,1986,mar,2,Dear Reader: Assalamu Alaikum.,p
1437,1986,mar,2,"Due to the historical bulletin presented in this special issue 
              of MP, all other departments and continuations will resume their 
              regular appearance as of the next issue IN SHAA ALLAH. ",p
1438,1986,mar,2,invisible!,u
1439,1986,mar,2,CHARACTERISTICS OF THE,u
1440,1986,mar,2,MASTER HYPNOTIST’S SUBJECTS,u
1441,1986,mar,2,"“complete,  perfect, fully detailed, and shall be the sole source of religious guidance",u
1442,1986,mar,2,invisible barrier,u
1443,1986,mar,2,"CHARACTERISTICS OF THE
              MASTER HYPNOTIST’S SUBJECTS",h3
1444,1986,mar,2,en masse.,strong
1445,1986,mar,2,invisible!,strong
1446,1986,mar,2,YOU DO NOT SEE THEM,strong
1447,1986,mar,2,INVISIBLE BARRIER.,strong
1448,1986,mar,2,WITHOUT PERCEIVING.,strong
1449,1986,mar,2,WITHOUT PERCEIVING,strong
1450,1986,mar,2,WITHOUT THEM EVER PERCEIVING.,strong
1451,1986,mar,2,‘drop by drop’,strong
1452,1986,mar,2,ALONE,strong
1453,1986,mar,2,ALONE,strong
1454,1986,mar,2,"“complete,  perfect, fully detailed, and shall be the sole source of religious guidance",strong
1455,1986,mar,2,invisible barrier,strong
1456,1986,mar,3,"March 1986: Page 1, 
              2, 3, 4",p
1457,1986,mar,3,"Submitters 
              Perspective",p
1458,1986,mar,3,Page 3,p
1459,1986,mar,3,Continued from page 2,p
1460,1986,mar,3,"After each general description of a person’s  behavior under hypnosis, I will present specific examples of disbelievers’  identical behavior in Qur’an.",p
1461,1986,mar,3,(1)  The subject readily accepts the hypnotist’s suggestions as fact or reality. He  neither questions them nor the hypnotist.,p
1462,1986,mar,3,"If you obey the majority of  people on earth, they will lead you away from the path of God. For they follow  only conjecture (presented to them as doctrine), and they only guess. (6:116)",p
1463,1986,mar,3,(2)  The subject has his own system of beliefs and ideas that fit the desires of the  hypnotist.,p
1464,1986,mar,3,"We have appointed for every  prophet enemies from among the human devils and jinn devils who invent lies  made up of fancy words, and narrate them to each other, in order to deceive.  Had your Lord willed, they would not have done it. You shall disregard them and  their fabrications. (This is God’s will) in order that the minds of those  who do not really believe in the Hereafter may listen thereto, readily accept  such fabrications, and thus expose their true intentions. (6:112-113)",p
1465,1986,mar,3,"(3)  The subject can be made to forget his own identity, specific experiences, and  whole periods of life.",p
1466,1986,mar,3,"Do  not be like those who forgot God, so He let them forget their own selves.  They are the wicked ones. (59:19)",p
1467,1986,mar,3,(4)  The subject can be made to believe he experienced something that he never  really experienced ot that never actually occurred.,p
1468,1986,mar,3,"Do not be like those who say,  “We hear,” while they really do not. Indeed, the worst creatures in the  sight of God are the deaf and dumb, who possess no common sense. (8:21-22)",p
1469,1986,mar,3,(5)  The subject may make false interpretations based on false premises conjured up  in the hypnotic state. Outside efforts to correct his perceptions are useless  as long as he is under hypnotic suggestion.,p
1470,1986,mar,3,"We control their  minds and their visions as a consequence of their initial decision to  disbelieve, and we keep them in their transgression blundering.  (6:110)",p
1471,1986,mar,3,"Some of them may  listen to you; but, can you make the deaf hear? They would never  understand. Some of them may look at you; but, can you make the blind see? They would never see. (10:42-43)",p
1472,1986,mar,3,(6)  A hypnotized person can be made to think a real experience is a delusion.,p
1473,1986,mar,3,"We fully control the  minds of the guilty. This is why they can never believe in this (Qur’an); just like their counterparts in previous generations. Even if we open up for  them a gate into the heavens, through which they actually climb, they would  say, “Our eyes are dazed. This is an illusion. We have been duped by  magic.” (15:12-15)",p
1474,1986,mar,3,"(7)  Through suggestion, the hypnotist can influence and make the subject’s senses  cease to function normally. For example, a person with excellent vision can be  told that he is blind, and he will be unable to see. This is like the INVISIBLE  BARRIER PLACED BETWEEN THE DISBELIEVERS’ MINDS AND THE MOST OBVIOUS TRUTHS.",p
1475,1986,mar,3,"Multitudes of  humans and jinns are destined for Hell. They are the ones who have minds  that do not understand, eyes that do not see, and ears that do not hear. They are like animals; in fact, they are worse; they are totally unaware.  (7:179)",p
1476,1986,mar,3,Continued on page 4,p
1477,1986,mar,3,"the minds of those  who do not really believe in the Hereafter may listen thereto, readily accept  such fabrications, and thus expose their true intentions.",u
1478,1986,mar,3,forget their own selves,u
1479,1986,mar,3,blundering,u
1480,1986,mar,3,This is why they can never believe in this (Qur’an);,u
1481,1986,mar,3,“Our eyes are dazed. This is an illusion. We have been duped by  magic.”,u
1482,1986,mar,3,INVISIBLE  BARRIER PLACED BETWEEN THE DISBELIEVERS’ MINDS AND THE MOST OBVIOUS TRUTHS.,u
1483,1986,mar,3,"minds  that do not understand, eyes that do not see, and ears that do not hear.",u
1484,1986,mar,3,"the minds of those  who do not really believe in the Hereafter may listen thereto, readily accept  such fabrications, and thus expose their true intentions. (6:112-113)",strong
1485,1986,mar,3,forget their own selves,strong
1486,1986,mar,3,really do not.,strong
1487,1986,mar,3,"as a consequence of their initial decision to  disbelieve,",strong
1488,1986,mar,3,blundering,strong
1489,1986,mar,3,can you make the deaf hear?,strong
1490,1986,mar,3,can you make the blind see?,strong
1491,1986,mar,3,This is why they can never believe in this (Qur’an);,strong
1492,1986,mar,3,“Our eyes are dazed. This is an illusion. We have been duped by  magic.”,strong
1493,1986,mar,3,INVISIBLE  BARRIER PLACED BETWEEN THE DISBELIEVERS’ MINDS AND THE MOST OBVIOUS TRUTHS.,strong
1494,1986,mar,3,"minds  that do not understand, eyes that do not see, and ears that do not hear.",strong
1495,1986,mar,4,"March 1986: Page 1, 
              2, 3, 4",p
1496,1986,mar,4,"Submitters 
              Perspective",p
1497,1986,mar,4,Page 4,p
1498,1986,mar,4,MASJID TUCSON United Submitters International,p
1499,1986,mar,4,PO Box 43476 Tucson AZ 85733-3476 USA,p
1500,1986,mar,4,Tel/Fax: (520) 323 7636,p
1501,1986,mar,4,Masjid Tucson site: http://www.masjidtucson.org,p
1502,1986,mar,4,Masjid Tucson e-mail: info@masjidtucson.org,p
1503,1986,mar,4,"Happiness is 
              Submission to God Alone",p
1504,1986,mar,4,ISSN 1089-053X,p
1505,1986,mar,4,"Keep up with history in the making. Subscribe 
              now. 
              $12/yr. U.S., Canada and Mexico, $19/yr. overseas.",p
1506,1986,mar,4,Continued from page 3,p
1507,1986,mar,4,"(8)  A hypnotized person can be active, responsive, and fully involved with an idea.  However, the hypnotist can command the person to be nonreceptive to the real  meaning of specific things. The Master Hypnotist commands some of his subjects  to pretend that they sincerely accept God’s guidance in Qur’an,",p
1508,1986,mar,4,while they  really do the exact opposite.,p
1509,1986,mar,4,"Some of them appear  to be listening to you, but when they leave they ask, “What did he say?” God  has sealed their minds and thus, they follow their own opinion. (47:16)",p
1510,1986,mar,4,(9) A subject can  be led to inflict pain on himself without feeling it; he can also become  insensitive to any pre-existing pain.,p
1511,1986,mar,4,"The Master Hypnotist dupes his victims  into dismissing misfortune as “signs of piety” instead of tests and/or  reminders to worship God ALONE. In keeping with their free choice, he also  makes them blind to the severe spiritual injury they inflict upon themselves by  rejecting God’s assertions that Qur’an is “complete,” “perfect,” and “fully  detailed” (6:19, 38, & 114).",p
1512,1986,mar,4,"(Continued in the next  issue)
        INSHAA ‘ALLAH
      ",p
1513,1986,mar,4,Outstanding ‘alim (Professor at AL-AZHAR) joins our Ummah.,p
1514,1986,mar,4,"        Declares that true Islam  is by following Qur’an, the whole Qur’an, and nothing but Qur’an.",p
1515,1986,mar,4,        Declares that the Islam  being practiced today in the “Muslim” world is a severe distortion and  deviation from the Islam preached by God’s final prophet Muhammad.,p
1516,1986,mar,4,IN THE COMING ISSUE (INSHAA ALLAH),u
1517,1986,mar,4,"sealed their minds and thus, they follow their own opinion.",strong
1518,1986,mar,4,IN THE COMING ISSUE (INSHAA ALLAH),strong
1519,1986,apr,1,"April 1986: Page 1, 
              2, 3, 4",p
1520,1986,apr,1,"Masjid 
              Tucson",p
1521,1986,apr,1,Page 1,p
1522,1986,apr,1," 
	In the name of God, Most Gracious, Most Merciful
	",p
1523,1986,apr,1,Muslim Perspective,p
1524,1986,apr,1,"Proclaiming 
                    the only religion acceptable to God",p
1525,1986,apr,1,"[No 
                    15]",p
1526,1986,apr,1,Rajab 1406,p
1527,1986,apr,1, ,p
1528,1986,apr,1,"*** As a successful  merchant, Muhammad could not possibly have been illiterate. ",p
1529,1986,apr,1,"*** Because they were unaware of the Qur’an’s miraculous  mathematical composition, Muslim religious “scholars” (‘Ulama) fabricated the illiterate  story in order to explain the miracle of Qur’an and its repeated challenge  to produce anything like it.",p
1530,1986,apr,1,"*** Muslim  “scholars” who fabricated the illiterate story deliberately  distorted the meaning of the Arabic word “UMMY أمي”. This word, throughout Qur’an, means only one thing: GENTILE or one who did not uphold the Torah or the Gospel. (Please look up  Qur’an 2:78, 3:20, 3:75, & 62:2.)",p
1531,1986,apr,1,"*** Because  Muhammad wrote Qur’an with his own hand, no one dared to change the unique  manner in which it was written. ",p
1532,1986,apr,1,"No one dared to change the famous word “BEKKA” of 3:96 into “MEKKA”, the hometown they all knew as “Mekka”. No one  dared to alter the sequence of Suras and Verses. No one dared to change the unique  Qur’anic language and spellings of such words as Salat, Zakat, Hayat, etc.",p
1533,1986,apr,1,"*** Sister Jamilah  Calloway of Raleigh, North Carolina, says: “Muhammad was a successful merchant. He had to know the numbers.  However, during his lifetime, there were no numbers as we know them today; the  Alphabet Letters were used as numbers. Therefore, Muhammad had to know the  whole alphabet, from One to One-Thousand. MUHAMMAD HAD TO BE LITERATE.”
	  *** Philip  Travers of Masjid Tucson says,
        “You can’t count  money, if you don’t know how to count.”",p
1534,1986,apr,1,"*** Marwan Ibn  Al-Hakam destroyed the original Qur’an which was written by the Prophet in  order to conceal the blasphemy of injecting the false verses 128 and 129 of  Sura 9. [Please see ‘ULUM AL QUR’AN by Ahmad Von Denffer, published by the  Islamic Foundation, Page 56.) Please see MUSLIM PERSPECTIVE of March 1985.",p
1535,1986,apr,1,"*** Some Muslim  “scholars” misrepresent Verse 48 of Sura 29 as referring to the Prophet’s  illiteracy. However, this Verse refers specifically to the Prophet’s  inexperience with previous scriptures, a fact that is repeated throughout  Qur’an, and has nothing to do with illiteracy.",p
1536,1986,apr,1,"*** Those Muslims “scholars” seem to forget that the  first word revealed in Qur’an was READ, the whole first  revelation dealt with READING & WRITING, and that the second  revelation was entitled THE PEN. Please see 96:1, 3, & 4 and  68:1.",p
1537,1986,apr,1,illiterate  story,u
1538,1986,apr,1,illiterate story,u
1539,1986,apr,1,GENTILE,u
1540,1986,apr,1,“BEKKA”,u
1541,1986,apr,1,“MEKKA”,u
1542,1986,apr,1,"Salat, Zakat, Hayat, etc",u
1543,1986,apr,1,MUHAMMAD HAD TO BE LITERATE.”,u
1544,1986,apr,1,READ,u
1545,1986,apr,1,READING & WRITING,u
1546,1986,apr,1,THE PEN,u
1547,1986,apr,1,"Because they were unaware of the Qur’an’s miraculous  mathematical composition, Muslim religious “scholars” (‘Ulama) fabricated the illiterate  story in order to explain the miracle of Qur’an and its repeated challenge  to produce anything like it.",strong
1548,1986,apr,1,illiterate story,strong
1549,1986,apr,1,“UMMY أمي”,strong
1550,1986,apr,1,only one thing: GENTILE,strong
1551,1986,apr,1,one who did not uphold the Torah or the Gospel,strong
1552,1986,apr,1,,strong
1553,1986,apr,1,"*** Because  Muhammad wrote Qur’an with his own hand, no one dared to change the unique  manner in which it was written. ",strong
1554,1986,apr,1,"No one dared to change the famous word “BEKKA” of 3:96 into “MEKKA”, the hometown they all knew as “Mekka”. No one  dared to alter the sequence of Suras and Verses. No one dared to change the unique  Qur’anic language and spellings of such words as Salat, Zakat, Hayat, etc.",strong
1555,1986,apr,1,"“Muhammad was a successful merchant. He had to know the numbers.  However, during his lifetime, there were no numbers as we know them today; the  Alphabet Letters were used as numbers. Therefore, Muhammad had to know the  whole alphabet, from One to One-Thousand. MUHAMMAD HAD TO BE LITERATE.”",strong
1556,1986,apr,1,"*** Philip  Travers of Masjid Tucson says,",strong
1557,1986,apr,1,"“You can’t count  money, if you don’t know how to count.”",strong
1558,1986,apr,1,"‘ULUM AL QUR’AN by Ahmad Von Denffer, published by the  Islamic Foundation, Page 56.) Please see MUSLIM PERSPECTIVE of March 1985.",strong
1559,1986,apr,1,"Some Muslim  “scholars” misrepresent Verse 48 of Sura 29 as referring to the Prophet’s  illiteracy. However, this Verse refers specifically to the Prophet’s  inexperience with previous scriptures, a fact that is repeated throughout  Qur’an, and has nothing to do with illiteracy",strong
1560,1986,apr,1,***,strong
1561,1986,apr,1,READ,strong
1562,1986,apr,1,READING & WRITING,strong
1563,1986,apr,1,"THE PEN. Please see 96:1, 3, & 4 and  68:1.",strong
1564,1986,apr,2,"April 1986: Page 1, 
              2, 3, 4",p
1565,1986,apr,2,"Submitters 
              Perspective",p
1566,1986,apr,2,Page 2,p
1567,1986,apr,2,(Continued),p
1568,1986,apr,2,by Dr. A. Rashid  Hamed,p
1569,1986,apr,2,"If only when our  retribution afflicted them they turned to God and implored. Instead, their  minds have been hardened (inpenetrable) and the devil has adorned their works  in their eyes. (6:43)",p
1570,1986,apr,2,"(10) When questioned about their incentives for  acting out post-hypnotic suggestions, subjects believe they act on their  own and make up plausible excuses for their behavior. Some say they feel  compelled to act a certain way.",p
1571,1986,apr,2,"They commit evil then say, “We found our  parents doing this; God has commanded us to do this.” Say, “God never advocates  evil. Do you say about God what you do not know?” (7:28)",p
1572,1986,apr,2,"Those who fall into idol-worship would say, “If  it were God’s will, we would not have idolized anyone, nor would our parents,  nor would we prohibit anything besides God’s prohibitions.” Others before them  have uttered the same utterances. Can the messengers do anything more than  delivering  the message? (16:35)",p
1573,1986,apr,2,(11) A hypnotist can make a subject deny his own  past actions.,p
1574,1986,apr,2,"(On the Day of Judgment,) their only pretense  will be, “By God our Lord, we were never idol-worshipers!” Note how they  lied to themselves, and that their own idols disown them. (6:22-24)",p
1575,1986,apr,2,"On the day when God  resurrects them, they will swear to ",p
1576,1986,apr,2,"Him, just as they swear to you now, that  they have the correct basis. Indeed, they are liars. The devil  has persuaded them to neglect God’s message. They are the party of Satan, and  the party of Satan are doomed. (58:18-19)",p
1577,1986,apr,2,"HYPNOTIZED  SUBJECTS
            DREAD  EXPOSURE BY THE
            QUR’AN’  MIRACULOUS CODE",p
1578,1986,apr,2,"When  the staff of Moses swallowed the magicians’ tricks, they had sense enough to  recognize that it was a great sign from God; they immediately snapped out of  hypnosis.",p
1579,1986,apr,2,"Throw what is in  your right hand, and it will swallow everything they fabricated. What they  fabricated are magicians’ tricks, and magicians can never prevail in this  matter. The magicians fell prostrate, saying, “We believe in the Lord of Aaron  and Moses.” (20:69-70)",p
1580,1986,apr,2,"The Qur’an’s miraculous mathematical code  sweeps away all deceit and doubt about Qur’an as God’s complete final message  to humanity. According to God Almighty Himself, it is “one of the greatest  miracles” meant to put all speculation, philosophizing, and doubt to rest,  and to restore Islam to its original purity.",p
1581,1986,apr,2,"THIS IS ONE OF THE GREATEST MIRACLES. A WARNING TO  ALERT THE PEOPLE. BASED ON IT, YOU WILL EITHER ADVANCE, OR CHOOSE TO REGRESS. (74:35-37)",p
1582,1986,apr,2,"Unfortunately, the Master Hypnotist has  commanded his loyal subjects to regress; to run from the Qur’an’s miraculous  code and from its message. ",p
1583,1986,apr,2,"Ironically, the Qur’an has predicted that they will  run from the Qur’an’s miraculous mathematical code “just like the zebras  flee from the lion.” (74:49-51) Brother Kassim Ahmad, the famous  Malaysian leader, accurately described the tremendous fear of the “Muslim” ulama in his outstanding review of the Miracle (ARABIA, April 1985). Obviously, the code has broken their trancelike state just enough to force them  to stop and declare: “I am confused.”",p
1584,1986,apr,2,"… and to expose the hypocrites and  disbelievers; they would say, “What did God mean by this example (the Qur’an’s  19-based mathematical code)?” God thus misleads whomever He wills and guides  whomever He wills…. (74:31)",p
1585,1986,apr,2,A.L.R. These  (letters) constitute the miracles of this scripture; the profound Qur’an.  Perhaps those who disbelieve wish to become submitters (Muslims). (15:1-2),p
1586,1986,apr,2,"But they are afraid  and unwilling to snap out of hypnosis. So, their master has instructed them to  wage their feeble and hopeless campaign to suppress God’s miracle that proves  and supports His message to the world.",p
1587,1986,apr,2,"They wish to put  out God’s light with their mouths. However, God insists that His light shall  prevail, despite the disbelievers. (9:32)",p
1588,1986,apr,2,"Some people argue  against God without knowing it, and follow every rebellious devil. (22:3)",p
1589,1986,apr,2,"They know that the Code is alerting them  to the fact that they have been duped by the Master Hypnotist; that they are  hypnotized. And, it is pointing out that they have perpetuated false teachings.  The only way ",p
1590,1986,apr,2,Continued on page 3,p
1591,1986,apr,2, ,p
1592,1986,apr,2,their  minds have been hardened (inpenetrable) and the devil has adorned their works  in their eyes. (6:43),u
1593,1986,apr,2,"Note how they  lied to themselves,",u
1594,1986,apr,2,that  they have the correct basis,u
1595,1986,apr,2,"The devil  has persuaded them to neglect God’s message. They are the party of Satan, and  the party of Satan are doomed. ",u
1596,1986,apr,2,HYPNOTIZED  SUBJECTS,u
1597,1986,apr,2,DREAD  EXPOSURE BY THE,u
1598,1986,apr,2,QUR’AN’  MIRACULOUS CODE,u
1599,1986,apr,2,original purity,u
1600,1986,apr,2,"BASED ON IT, YOU WILL EITHER ADVANCE, OR CHOOSE TO REGRESS",u
1601,1986,apr,2,“just like the zebras  flee from the lion.”,u
1602,1986,apr,2,"argue  against God without knowing it, and follow every rebellious devil.",u
1603,1986,apr,2,their  minds have been hardened (inpenetrable) and the devil has adorned their works  in their eyes. (6:43),strong
1604,1986,apr,2,on,strong
1605,1986,apr,2,their  own,strong
1606,1986,apr,2,"Note how they  lied to themselves, and that their own idols disown them. (6:22-24)",strong
1607,1986,apr,2,that  they have the correct basis.,strong
1608,1986,apr,2,"The devil  has persuaded them to neglect God’s message. They are the party of Satan, and  the party of Satan are doomed. ",strong
1609,1986,apr,2,HYPNOTIZED  SUBJECTS,strong
1610,1986,apr,2,DREAD  EXPOSURE BY THE,strong
1611,1986,apr,2,QUR’AN’  MIRACULOUS CODE,strong
1612,1986,apr,2,they immediately snapped out of  hypnosis.,strong
1613,1986,apr,2,“one of the greatest  miracles”,strong
1614,1986,apr,2,original purity,strong
1615,1986,apr,2,"THIS IS ONE OF THE GREATEST MIRACLES. A WARNING TO  ALERT THE PEOPLE. BASED ON IT, YOU WILL EITHER ADVANCE, OR CHOOSE TO REGRESS.",strong
1616,1986,apr,2,“just like the zebras  flee from the lion.”,strong
1617,1986,apr,2,ulama,strong
1618,1986,apr,2,"argue  against God without knowing it, and follow every rebellious devil.",strong
1619,1986,apr,3,"April 1986: Page 1, 
              2, 3, 4",p
1620,1986,apr,3,"Submitters 
              Perspective",p
1621,1986,apr,3,Page 3,p
1622,1986,apr,3,Continued from page 2,p
1623,1986,apr,3,to snap out  of    hypnotism is to disassociate yourself from the idolization of creatures  like you. The idols include whatever has been designed to “supplement” Qur’an;  the pristine teachings of Islam revealed to prophet Muhammad.,p
1624,1986,apr,3,"The messenger will declare (on the Day of  Judgment), “My Lord, my people have  deserted this Qur’an. (25:30)",p
1625,1986,apr,3,"The  true followers if Islam have certain, unshakable, belief in God and the Qur’an ALONE. ",p
1626,1986,apr,3,"THEY ARE NOT HYPNOTIZED, FOR THEY HAVE BEEN  FREED BY THEIR ONLY GOD FROM THE SPELL OF THE MASTER HYPNOTIST.",p
1627,1986,apr,3,The Qur’an provides the great  criterion that tells us whether we are or are not under the spell of  Satan:,p
1628,1986,apr,3,"When God ALONE is  advocated, the hearts of those who do not really believe in the Hereafter  shrink with aversion, but when others are mentioned besides God, they become  happy. (39:45)",p
1629,1986,apr,3,"Satan advises his “Muslim” allies not to  accept ",p
1630,1986,apr,3,Qur’an alone. He tells them to limit the extent that they will believe  everything in Qur’an. Satan instructs the humans to resist signs of God.,p
1631,1986,apr,3,"    As soon as the human chooses NOT to uphold  the word of God ALONE and worship God ALONE, the Master Hypnotist robs and  strips the human of his mind. Satan even makes his followers believe that they  are guided.",p
1632,1986,apr,3,"God guides some  people while others are committed to straying. They have chosen the devils as  masters, instead of God, yet they believe that they are guides. (7:30)",p
1633,1986,apr,3,"RENOWNED AZHAR SCHOLAR. DR. AHMAD SUBHY MANSOUR,  PROFESSOR OF ISLAMIC HISTORY JOINS THE UNITED ISLAMIC NATION AND DECLARES THE  FOLLOWING PROFOUND TRUTHS:",p
1634,1986,apr,3,AL AZHAR NO  LONGER REPRESENTS THE WILL OF GOD.,p
1635,1986,apr,3,AL AZHAR HAS CHANGED FROM A GODLY TOOL TO TEACH ISLAM INTO A  SATANIC SYSTEM TO DESTROY ISLAM.,p
1636,1986,apr,3,"AL AZHAR, NOW THE  CITADEL OF SATAN, HAS ABANDONED QUR’AN (see 25:30) AND HAS SUBSTITUTED A FALSE  RELIGION IN PLACE OF MUHAMMAD’S ISLAM.",p
1637,1986,apr,3,EVERY SINCERE  MUSLIM MUST STRIVE TO EITHER REFORM AL AZHAR OR UTTERLY DESTROY IT.,p
1638,1986,apr,3,"Full disclosure of Professor Mansour’s  revolutionary declarations will take place, IN SHAA ALLAH, at our San Francisco  conference (August 29, 30, 31).",p
1639,1986,apr,3,my people have  deserted this Qur’an,u
1640,1986,apr,3,.,u
1641,1986,apr,3,"ALONE. ",u
1642,1986,apr,3,"THEY ARE NOT HYPNOTIZED, FOR THEY HAVE BEEN  FREED BY THEIR ONLY GOD FROM THE SPELL OF THE MASTER HYPNOTIST.",u
1643,1986,apr,3,the great  criterion,u
1644,1986,apr,3,"but when others are mentioned besides God, they become  happy.",u
1645,1986,apr,3,yet they believe that they are guides.,u
1646,1986,apr,3,"RENOWNED AZHAR SCHOLAR. DR. AHMAD SUBHY MANSOUR,  PROFESSOR OF ISLAMIC HISTORY JOINS THE UNITED ISLAMIC NATION AND DECLARES THE  FOLLOWING PROFOUND TRUTHS:",u
1647,1986,apr,3,my people have  deserted this Qur’an,strong
1648,1986,apr,3,"ALONE. ",strong
1649,1986,apr,3,"THEY ARE NOT HYPNOTIZED, FOR THEY HAVE BEEN  FREED BY THEIR ONLY GOD FROM THE SPELL OF THE MASTER HYPNOTIST.",strong
1650,1986,apr,3,the great  criterion,strong
1651,1986,apr,3,"When God ALONE is  advocated, the hearts of those who do not really believe in the Hereafter  shrink with aversion, but when others are mentioned besides God, they become  happy.",strong
1652,1986,apr,3,yet they believe that they are guides.,strong
1653,1986,apr,3,"RENOWNED AZHAR SCHOLAR. DR. AHMAD SUBHY MANSOUR,  PROFESSOR OF ISLAMIC HISTORY JOINS THE UNITED ISLAMIC NATION AND DECLARES THE  FOLLOWING PROFOUND TRUTHS:",strong
1654,1986,apr,3,AL AZHAR NO  LONGER REPRESENTS THE WILL OF GOD.,strong
1655,1986,apr,3,AL AZHAR,strong
1656,1986,apr,3," HAS CHANGED FROM A GODLY TOOL TO TEACH ISLAM INTO A  SATANIC SYSTEM TO DESTROY ISLAM.",strong
1657,1986,apr,3,"AL AZHAR, NOW THE  CITADEL OF SATAN, HAS ABANDONED QUR’AN (see 25:30) AND HAS SUBSTITUTED A FALSE  RELIGION IN PLACE OF MUHAMMAD’S ISLAM.",strong
1658,1986,apr,3,EVERY SINCERE  MUSLIM MUST STRIVE TO EITHER REFORM AL AZHAR OR UTTERLY DESTROY IT.,strong
1659,1986,apr,3,"Full disclosure of Professor Mansour’s  revolutionary declarations will take place, IN SHAA ALLAH, at our San Francisco  conference (August 29, 30, 31).",strong
1660,1986,apr,4,"April 1986: Page 1, 
              2, 3, 4",p
1661,1986,apr,4,"Submitters 
              Perspective",p
1662,1986,apr,4,Page 4,p
1663,1986,apr,4,MASJID TUCSON United Submitters International,p
1664,1986,apr,4,PO Box 43476 Tucson AZ 85733-3476 USA,p
1665,1986,apr,4,Tel/Fax: (520) 323 7636,p
1666,1986,apr,4,Masjid Tucson site: http://www.masjidtucson.org,p
1667,1986,apr,4,Masjid Tucson e-mail: info@masjidtucson.org,p
1668,1986,apr,4,"Happiness is 
              Submission to God Alone",p
1669,1986,apr,4,ISSN 1089-053X,p
1670,1986,apr,4,"Keep up with history in the making. Subscribe 
              now. 
              $12/yr. U.S., Canada and Mexico, $19/yr. overseas.",p
1671,1986,apr,4,"5.00-6.00 Fajr  Prayer followed by a talk.
          6.00-7.00 Announcements.
          7.00-8.00 Breakfast.
          8.00-12.00 Lectures.
          12.00-4.00 Noon  (or Friday) Prayer followed by lunch break.
          4.00-5.00 Afternoon Prayer followed by talk.
          5.00-6.00 Open  Forum. Questions & Answers.
          6.00-7.00 Dinner  break.
          7.30-9.00 Sunset  Prayer followed by talk.
          9.00 Night Prayer  followed by Qur’anic study and open forum.",p
1672,1986,apr,4,"Subjects of the talks will cover DECLARATION  OF GOD’S KINGDOM (which begins Muharram 1st, 1407 [September 6,  1986]) ACCORDING TO QUR’AN, REVIEWING LAST YEAR’S EVENTS, FUTURE  PROJECTIONS, BASIC BELIEFS, PURIFICATION OF ISLAM THROUGH REMOVAL OF ALL  INOVATIONS, OUTSTANDING LECTURES BY DR. AHMAD SUBHY MANSOUR, SOUSSAN REY, DR.  RASHID HAMED, IHSAN RAMADAN, RAYMOND CATTON, MEHRI PEROUZ, MAHMOUD PEROUZ,  SOPHIE CATTON, ISMAIL BARAKAT, FEROUZ KARMALLY, MALIK ALI, RASHAD KHALIFA,  & OTHERS. FULL PARTICIPATION OF ALL ATTENDEES THROUGH OPEN FORUMS.",p
1673,1986,apr,4,"REPORTS WILL BE PRESENTED FROM OUR  COMMUNITIES IN AMERICA’S EAST COAST, WEST COAST, THE MIDWEST, THE NATION’S  CAPITAL, EGYPT, EUROPE, AFRICA, ETC.",p
1674,1986,apr,4,"Attendance is by invitation only. Attendees  will arrange and pay for their travel expenses, and their room and board at the  conference. Hotel accommodations will be available to many attendees. As you  know, God will generously reimburse you manyfold.",p
1675,1986,apr,4,"IN ORDER TO RECEIVE YOUR INVITATION, SEND  THIS APPLICATION TODAY:",p
1676,1986,apr,4,APPLICATION  FOR ATTENDANCE,p
1677,1986,apr,4,"NAME:…………………………………………………………………………………………………
          ADDRESS:  ……………………………………………………………………………………………
          TELEPHONE:  ………………………………………………………………………………………..
          Do you want us to provide you with free room  accommodation? …Yes   …No",p
1678,1986,apr,4,THE DETAILED  PROGRAM WILL APPEAR IN THE MUSLIM PERSPECTIVE OF JULY 1986 IN SHAA ALLAH.,p
1679,1986,apr,4,"IN ORDER TO RECEIVE YOUR INVITATION, SEND  THIS APPLICATION TODAY:",u
1680,1986,apr,4,NAME,u
1681,1986,apr,4,ADDRESS,u
1682,1986,apr,4,TELEPHONE,u
1683,1986,apr,4,"FIRST INTERNATIONAL CONFERENCE OF THE UNITED ISLAMIC  NATION
  SAN FRANCISCO, AUGUST 29, 30, & 31
      (PRELIMINARY DAILY PROGRAM)",h3
1684,1986,apr,4,5.00-6.00,strong
1685,1986,apr,4,6.00-7.00,strong
1686,1986,apr,4,7.00-8.00,strong
1687,1986,apr,4,8.00-12.00,strong
1688,1986,apr,4,12.00-4.00,strong
1689,1986,apr,4,4.00-5.00,strong
1690,1986,apr,4,5.00-6.00,strong
1691,1986,apr,4,6.00-7.00,strong
1692,1986,apr,4,7.30-9.00,strong
1693,1986,apr,4,9.00,strong
