document_slug,document_title,pdf_page,printed_page,segment,bbox_normalized,raw_ocr,normalized_text,quran_reference,match_score,ocr_confidence,status
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,72,226,1,"[0.146371, 0.110263, 0.580684, 0.222646]","داواي وه ناه اي
لات",یَـٰۤأَیُّهَا ٱلَّذِینَ ءَامَنُوۤا۟ إِذَا قُمۡتُمۡ إِلَى ٱلصَّلَوٰةِ فَٱغۡسِلُوا۟ وُجُوهَكُمۡ وَأَیۡدِیَكُمۡ إِلَى ٱلۡمَرَافِقِ وَٱمۡسَحُوا۟ بِرُءُوسِكُمۡ وَأَرۡجُلَكُمۡ إِلَى ٱلۡكَعۡبَیۡنِۚ وَإِن كُنتُمۡ جُنُبࣰا فَٱطَّهَّرُوا۟ۚ وَإِن كُنتُم مَّرۡضَىٰۤ أَوۡ عَلَىٰ سَفَرٍ أَوۡ جَاۤءَ أَحَدࣱ مِّنكُم مِّنَ ٱلۡغَاۤىِٕطِ أَوۡ لَـٰمَسۡتُمُ ٱلنِّسَاۤءَ فَلَمۡ تَجِدُوا۟ مَاۤءࣰ فَتَیَمَّمُوا۟ صَعِیدࣰا طَیِّبࣰا فَٱمۡسَحُوا۟ بِوُجُوهِكُمۡ وَأَیۡدِیكُم مِّنۡهُۚ مَا یُرِیدُ ٱللَّهُ لِیَجۡعَلَ عَلَیۡكُم مِّنۡ حَرَجࣲ وَلَـٰكِن یُرِیدُ لِیُطَهِّرَكُمۡ وَلِیُتِمَّ نِعۡمَتَهُۥ عَلَیۡكُمۡ لَعَلَّكُمۡ تَشۡكُرُونَ,5:6,54.55,38.155,canonical_quran_match
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,72,226,2,"[0.209358, 0.433842, 0.302939, 0.443172]",اللتيديين‎,اللتيديين‎,,0,25.54,ocr_unverified_arabic
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,80,,1,"[0.218356, 0.424936, 0.856029, 0.447413]",تج ييه بيجن بويد (©) مة©‎ ----- --- 102666667 L,تج ييه بيجن بويد (©) مة©‎ ----- --- 102666667 L,,0,47.88,ocr_unverified_arabic
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,107,6,1,"[0.302939, 0.226039, 0.692861, 0.724767]","مون نح ه 0 0 و و و و و 0 0 0 0 5 ن 5 0 © ه 5 ه 5 هن هن نان هن هن هن وان
سام دم دد ني‎
OD‏ OWANO لاحن Fw‏ كرا كرات لمم
شاحات- مم زم مر زوين مر ناعم زم زم زم امم زم نم اي‎
ANN‏ زرا هسم ضر هر موعن مر EDM Funan‏ ازيم رين مربن
وحن مم‎","مون نح ه 0 0 و و و و و 0 0 0 0 5 ن 5 0 © ه 5 ه 5 هن هن نان هن هن هن وان
سام دم دد ني‎
OD‏ OWANO لاحن Fw‏ كرا كرات لمم
شاحات- مم زم مر زوين مر ناعم زم زم زم امم زم نم اي‎
ANN‏ زرا هسم ضر هر موعن مر EDM Funan‏ ازيم رين مربن
وحن مم‎",,0,54.67166666666666,ocr_unverified_arabic
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,115,,1,"[0.272945, 0.427481, 0.69886, 0.444869]",دنا‎ ' 241-15 -------- 0٠١85714286 0011,دنا‎ ' 241-15 -------- 0٠١85714286 0011,,0,70.59,ocr_unverified_arabic
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,117,103,1,"[0.484103, 0.204835, 0.520096, 0.347328]","الما
PNR‏ جاتحم وحن مر
2-5 ما و","الما
PNR‏ جاتحم وحن مر
2-5 ما و",,0,52.27333333333333,ocr_unverified_arabic
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,123,,1,"[0.206959, 0.391433, 0.646071, 0.403308]",41-3 امس سمه‎ 17 1,41-3 امس سمه‎ 17 1,,0,50.49,ocr_unverified_arabic
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,125,111,1,"[0.191362, 0.116624, 0.778044, 0.129771]",902666667 L لمكم عمممة مممممم ممت‎,902666667 L لمكم عمممة مممممم ممت‎,,0,28.32,ocr_unverified_arabic
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,130,116,1,"[0.209958, 0.635284, 0.778044, 0.658185]",تالاه‎ 20 62 111,تالاه‎ 20 62 111,,0,61.4,ocr_unverified_arabic
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,131,117,1,"[0.189562, 0.326972, 0.788842, 0.347328]",524636364 10111 1*0 الفووةظ‎,524636364 10111 1*0 الفووةظ‎,,0,42.86,ocr_unverified_arabic
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,143,,1,"[0.206959, 0.135708, 0.775045, 0.156489]",10-¢870276 xLII ا ص اه حم اه اه هات نه 5 5 ووووووهه‎ 5-5,10-¢870276 xLII ا ص اه حم اه اه هات نه 5 5 ووووووهه‎ 5-5,,0,40.07,ocr_unverified_arabic
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,144,130,1,"[0.205159, 0.13274, 0.806239, 0.156913]",153 Liv ومممممممهة اممممام ممه‎,153 Liv ومممممممهة اممممام ممه‎,,0,43.45,ocr_unverified_arabic
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,150,136,1,"[0.657469, 0.394826, 0.684463, 0.559796]","تدوو حاة حن
حاحاني م و وهو","تدوو حاة حن
حاحاني م و وهو",,0,46.705,ocr_unverified_arabic
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,159,145,1,"[0.139772, 0.673452, 0.238152, 0.690416]",'8 لاسرال‎ 11-,'8 لاسرال‎ 11-,,0,65.83,ocr_unverified_arabic
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,161,147,1,"[0.128374, 0.608567, 0.595681, 0.624682]","40 +0, '8 ناسنال‎ 41-","40 +0, '8 ناسنال‎ 41-",,0,69.43,ocr_unverified_arabic
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,174,,1,"[0.160168, 0.556828, 0.835033, 0.578032]","بلباج , 0+ مشاه‎ 111-11","بلباج , 0+ مشاه‎ 111-11",,0,56.46,ocr_unverified_arabic
miracle_of_quran_mysterious_alphabets,Miracle of the Quran - Significance of the Mysterious Alphabets,184,170,1,"[0.172166, 0.168363, 0.793041, 0.179813]",19646755 XL ممه ممم ممه ممعم ممممه‎,19646755 XL ممه ممم ممه ممعم ممممه‎,,0,13.37,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,1,,1,"[0.05, 0.05, 0.95, 0.95]",بسم الله الرحمن الرحيم,بسم الله الرحمن الرحيم,,100,100,canonical_quran_match
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,1,,2,"[0.05, 0.05, 0.95, 0.95]",مسجد توسان,مسجد توسان,,100,100,canonical_quran_match
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,8,,1,"[0.197358, 0.37863, 0.794385, 0.507945]","CLS re جاه‎
. كنا درفي © از يتنا‎ iNet ne eA",وَقَالُوا۟ لَوۡلَاۤ أُنزِلَ عَلَیۡهِ ءَایَـٰتࣱ مِّن رَّبِّهِۦۚ قُلۡ إِنَّمَا ٱلۡـَٔایَـٰتُ عِندَ ٱللَّهِ وَإِنَّمَاۤ أَنَا۠ نَذِیرࣱ مُّبِینٌ,29:50,50.0,21.185,canonical_quran_match
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,12,,1,"[0.424394, 0.5427, 0.652464, 0.555923]",——— صُسُلْبجبجحبحمح‎ ll,——— صُسُلْبجبجحبحمح‎ ll,,0,0.0,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,14,10,1,"[0.128099, 0.707785, 0.832231, 0.756579]",3 سوير اها ىسوم ضذوراقاسه Ny‏,3 سوير اها ىسوم ضذوراقاسه Ny‏,,0,30.48,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,26,22,1,"[0.092127, 0.295604, 0.195142, 0.303297]",ححصصخد,ححصصخد,,0,12.27,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,30,,1,"[0.540017, 0.827093, 0.768324, 0.864537]",الم د يي,الم د يي,,0,41.38,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,48,44,1,"[0.180624, 0.112939, 0.838259, 0.13432]",و ووو ووو فووووووووةووووقةةدوووويووووةدوددوةء,و ووو ووو فووووووووةووووقةةدوووويووووةدوددوةء,,0,21.93,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,53,49,1,"[0.167364, 0.130315, 0.841841, 0.152402]",4 ةد ةةودودءدةددوءءةودوددودةدة.:ةودددوددوودوددوةء,4 ةد ةةودودءدةددوءءةودوددودةدة.:ةودددوددوودوددوةء,,0,2.22,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,69,65,1,"[0.170976, 0.13245, 0.846539, 0.15011]",وقي فق ةدو دوقو ددوةدوةددوءةووةوودةةةدفءةةدة.ةةة:ةةوةةدددة..,وقي فق ةدو دوقو ددوةدوةددوءةووةوودةةةدفءةةدة.ةةة:ةةوةةدددة..,,0,0.0,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,74,70,1,"[0.170549, 0.546307, 0.8802, 0.655458]","س- 60 رع ,g0=4',70=‏ = 3,90 =100, 200=4
ش 3002 رات -400, %=500, اخ =600, 3 =700
ض 8002 , 5 -900, ثم =1000","س- 60 رع ,g0=4',70=‏ = 3,90 =100, 200=4
ش 3002 رات -400, %=500, اخ =600, 3 =700
ض 8002 , 5 -900, ثم =1000",,0,67.58666666666666,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,83,,1,"[0.161506, 0.183425, 0.52636, 0.198895]",ووو وهة معدو دوق دة وو دودوود ةد‎,ووو وهة معدو دوق دة وو دودوود ةد‎,,0,39.77,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,84,,1,"[0.192982, 0.659304, 0.771094, 0.71397]","هه كدير انك الي‎ Ey
لسلس‎ 2
سعد‎ 3","هه كدير انك الي‎ Ey
لسلس‎ 2
سعد‎ 3",,0,38.45666666666667,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,87,82,1,"[0.291222, 0.784658, 0.645611, 0.846575]",اندوز واسزاكيره |,اندوز واسزاكيره |,,0,37.99,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,92,87,1,"[0.092451, 0.23026, 0.905004, 0.252347]",ae‏ i I عد بانجلا جد عبد جل جلا بإ ل دع علا RR‏ بأد جلا عل جل د علد جلا لاحل يد علا إد علا ب عاد seo‏ مد علا ب عله بذ لد جل af‏ ROR د جلا اد اد,ae‏ i I عد بانجلا جد عبد جل جلا بإ ل دع علا RR‏ بأد جلا عل جل د علد جلا لاحل يد علا إد علا ب عاد seo‏ مد علا ب عله بذ لد جل af‏ ROR د جلا اد اد,,0,41.0,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,94,89,1,"[0.207814, 0.847383, 0.9202, 0.969146]",Delis = رك‎ Js! ge وضم للناس‎,إِنَّ أَوَّلَ بَیۡتࣲ وُضِعَ لِلنَّاسِ لَلَّذِی بِبَكَّةَ مُبَارَكࣰا وَهُدࣰى لِّلۡعَـٰلَمِینَ,3:96,58.33,61.61,canonical_quran_match
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,95,90,1,"[0.186299, 0.298178, 0.806182, 0.3291]",شتت تت ووو,شتت تت ووو,,0,23.3,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,109,104,1,"[0.309091, 0.522026, 0.777686, 0.560022]",| تأت عبر لفرت‎ © ١ لاك كاف كذ‎ Kou |,| تأت عبر لفرت‎ © ١ لاك كاف كذ‎ Kou |,,0,44.86,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,109,104,2,"[0.324793, 0.810573, 0.757851, 0.854075]",17 هوني وفيت م انول ليلاي‎,17 هوني وفيت م انول ليلاي‎,,0,30.33,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,114,109,1,"[0.320165, 0.435475, 0.771193, 0.482702]",16تها طون ل لكوك اف‎ [SG,16تها طون ل لكوك اف‎ [SG,,0,33.15,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,114,109,2,"[0.298765, 0.605162, 0.816461, 0.65129]",Pi غ 1ن ركز مكانتياه وار راط‎ N,Pi غ 1ن ركز مكانتياه وار راط‎ N,,0,37.33,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,115,110,1,"[0.317395, 0.581089, 0.798021, 0.617922]",|! ابسن جاه بجع ةلاع يدترت‎ © 1|,|! ابسن جاه بجع ةلاع يدترت‎ © 1|,,0,33.46,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,123,118,1,"[0.184211, 0.517699, 0.267402, 0.527102]",لسلسم 2,لسلسم 2,,0,56.15,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,125,,1,"[0.662174, 0.318457, 0.870261, 0.348209]",I حدم رهم يصون‎ ©,I حدم رهم يصون‎ ©,,0,23.89,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,142,137,1,"[0.090075, 0.172737, 0.882402, 0.360375]","المجموع من الصفحة السابتة عرد nee‏ 2-------- 1204
) f ما | د د‎ /","المجموع من الصفحة السابتة عرد nee‏ 2-------- 1204
) f ما | د د‎ /",,0,57.16,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,143,138,1,"[0.167084, 0.119823, 0.739348, 0.205411]","ا‎ 3 33 XA كز +3 ا 3 6126 لا‎ 3 2+ 26 3 3+ 2163+
المجموع من الصفحة السابتة = عه ل woe‏","ا‎ 3 33 XA كز +3 ا 3 6126 لا‎ 3 2+ 26 3 3+ 2163+
المجموع من الصفحة السابتة = عه ل woe‏",,0,45.58,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,144,139,1,"[0.187656, 0.168874, 0.883236, 0.3383]","المجموع من الصفحة السابتة » اس ع لك
ا 000 ا ريه 5 1","المجموع من الصفحة السابتة » اس ع لك
ا 000 ا ريه 5 1",,0,45.92,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,148,143,1,"[0.040867, 0.208057, 0.566305, 0.243929]",المجموع من الصفحة السابقة 8 = --- 1787,المجموع من الصفحة السابقة 8 = --- 1787,,0,63.77,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,149,144,1,"[0.322446, 0.171823, 0.597152, 0.190055]",المجموع من الصفحة السابقة »,المجموع من الصفحة السابقة »,,0,88.43,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,157,37,1,"[0.375405, 0.466231, 0.696602, 0.517429]","بره تاودن‎ |
والاض ها","بره تاودن‎ |
والاض ها",,0,27.25,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,160,155,1,"[0.230192, 0.112583, 0.743119, 0.130243]","KI,‏ دعي ةددةةقةدةدةةةددرةدةةة.تدزدتدقيدةة فد","KI,‏ دعي ةددةةقةدةدةةةددرةدةةة.تدزدتدقيدةة فد",,0,3.66,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,164,,1,"[0.133001, 0.331312, 0.331671, 0.345645]",سسممه م ممم ممسيه | 7,سسممه م ممم ممسيه | 7,,0,22.99,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,164,,2,"[0.122195, 0.363837, 0.332502, 0.37376]",لس ع م عمد 10,لس ع م عمد 10,,0,35.67,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,164,,3,"[0.133832, 0.533627, 0.33749, 0.547409]",ابح يبن بت جم بع بين مت م ع ع 8,ابح يبن بت جم بع بين مت م ع ع 8,,0,30.46,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,164,,4,"[0.12552, 0.624035, 0.335827, 0.633958]",لس م سس 10,لس م سس 10,,0,36.82,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,164,,5,"[0.12552, 0.653252, 0.336658, 0.663727]",سس م م م ممم 10,سس م م م ممم 10,,0,42.05,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,165,160,1,"[0.124791, 0.155249, 0.886935, 0.241436]","٠: و فد مشةوة دو(‎
المجموع من الصفحة السابقة‎ ------8 024 ------ 548
| أ ديات سويت نه‎ 10","٠: و فد مشةوة دو(‎
المجموع من الصفحة السابقة‎ ------8 024 ------ 548
| أ ديات سويت نه‎ 10",,0,40.75333333333334,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,165,160,2,"[0.136516, 0.479558, 0.840871, 0.548619]","إن يي 11
9 للح ا 4 8","إن يي 11
9 للح ا 4 8",,0,56.754999999999995,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,168,163,1,"[0.324459, 0.162624, 0.599834, 0.187982]",المجموع من الصفحة السابقة ©,المجموع من الصفحة السابقة ©,,0,73.31,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,172,167,1,"[0.098827, 0.176796, 0.590452, 0.195028]",المجموع من الصفحة RL‏ = ------------- 194,المجموع من الصفحة RL‏ = ------------- 194,,0,69.41,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,172,167,2,"[0.335846, 0.299448, 0.832496, 0.380663]","ييل يعوسئ© الي عصاى‎
مَسَرْدِئْ © وَمَاسَلْك
|]‏ CANIS OES كج و تئهقال الم","ييل يعوسئ© الي عصاى‎
مَسَرْدِئْ © وَمَاسَلْك
|]‏ CANIS OES كج و تئهقال الم",,0,36.48666666666667,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,173,168,1,"[0.166253, 0.184268, 0.595533, 0.207921]",المجموع من الصفحة السابقة » 001ص,المجموع من الصفحة السابقة » 001ص,,0,82.27,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,174,169,1,"[0.10804, 0.192924, 0.886097, 0.302377]","المجموع من الصفحة السابقة « .------------ 285
8 امزاي اكوك رسف ةريره
تيت اللا
ل e‏ يكو ما 0 0","المجموع من الصفحة السابقة « .------------ 285
8 امزاي اكوك رسف ةريره
تيت اللا
ل e‏ يكو ما 0 0",,0,37.3975,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,178,173,1,"[0.344221, 0.179006, 0.589615, 0.206077]",المجموع من الصفحة السابقة,المجموع من الصفحة السابقة,,0,89.73,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,178,173,2,"[0.337521, 0.752486, 0.803183, 0.796685]",رماي ِتنَ © لياع‎ !,رماي ِتنَ © لياع‎ !,,0,33.16,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,182,177,1,"[0.314523, 0.170154, 0.588382, 0.188326]",المجموع من الصفحة السابقة *,المجموع من الصفحة السابقة *,,0,73.82,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,183,178,1,"[0.347571, 0.192818, 0.59464, 0.211602]",المجموع من الصفحة السابقة,المجموع من الصفحة السابقة,,0,91.04,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,184,,1,"[0.39069, 0.669421, 0.848712, 0.711295]",ركاذا تويب قلاع ناريت‎ (|,ركاذا تويب قلاع ناريت‎ (|,,0,9.5,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,189,184,1,"[0.129274, 0.428256, 0.75146, 0.471854]",5) Fer يومَاِْسَإناتتَار3ه‎ 8 1186,5) Fer يومَاِْسَإناتتَار3ه‎ 8 1186,,0,49.18,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,189,184,2,"[0.36447, 0.701987, 0.885738, 0.883002]","اانه 0 2 /
لادان يدو مله ee‏ ٍ","اانه 0 2 /
لادان يدو مله ee‏ ٍ",,0,26.18,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,192,187,1,"[0.474562, 0.578599, 0.650542, 0.62107]",لكر ارق 333,لكر ارق 333,,0,34.5,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,200,195,1,"[0.762144, 0.267403, 0.789782, 0.841989]","سا لسلس ل سل اسل لبا لل الا لي
ليها
ذ ال تم ان 00 هد 00 كي إل زن يد ني عه 06 00 نا إل 0١‏ كه لد اله","سا لسلس ل سل اسل لبا لل الا لي
ليها
ذ ال تم ان 00 هد 00 كي إل زن يد ني عه 06 00 نا إل 0١‏ كه لد اله",,0,48.24,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,206,201,1,"[0.159129, 0.154867, 0.839196, 0.46958]","فو ووو و قافو ووو قو وو ووو هو وو ومو فقوو وم وو وو فقوو ةو ةوةة<‎
© © 6 بج عورد في عر يد ي- يو بي ها
0 4 © عم رم رن لظ إلى يد تن
ص مه له إن يد
oe‏ سو مو مو مو","فو ووو و قافو ووو قو وو ووو هو وو ومو فقوو وم وو وو فقوو ةو ةوةة<‎
© © 6 بج عورد في عر يد ي- يو بي ها
0 4 © عم رم رن لظ إلى يد تن
ص مه له إن يد
oe‏ سو مو مو مو",,0,51.007999999999996,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,211,,1,"[0.58794, 0.594147, 0.724456, 0.625069]",=5 95.000000 الم‎,الم,,100.0,33.48,normalized_quranic_initials
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,213,,1,"[0.603175, 0.443954, 0.626566, 0.559912]",ا لج مم ان عم إن يد مم ويا,ا لج مم ان عم إن يد مم ويا,,0,62.54,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,216,211,1,"[0.155779, 0.759801, 0.883585, 0.775262]",سس _ سس اس اس سس يبب —_————_,سس _ سس اس اس سس يبب —_————_,,0,39.89,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,217,,1,"[0.163317, 0.925926, 0.857621, 0.929795]",.اس سس اس يسبب سسسب يبب ——,.اس سس اس يسبب سسسب يبب ——,,0,35.14,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,232,227,1,"[0.218593, 0.200331, 0.798157, 0.89128]","شا ب © 0 حه زم نن ند 00
ز DUN‏ HUE‏ AK DADE‏ VOU‏ سه زم 02 تن) ل"" إآل) ليد زم عه ADWAWUDONUN‏ ل"" نم نم حم كل ان زم زه نم ل5 زى إثن) عم لذي عو نو
صو موصن صو صو صو مو صو صو مو
ع © رم ذن) لني إن 09 يد تن ود
ابه دم ذم نم رع زم زم رع زم بع تن تن ين لن نه
و OD‏ عم رم زن ١«‏ إن كن لي 00 قي مد زم رن ذه
مم يه في
ل 06 م‎ © يد
هه ضام ها
امم ين الى و زم
ينا
هاه","شا ب © 0 حه زم نن ند 00
ز DUN‏ HUE‏ AK DADE‏ VOU‏ سه زم 02 تن) ل"" إآل) ليد زم عه ADWAWUDONUN‏ ل"" نم نم حم كل ان زم زه نم ل5 زى إثن) عم لذي عو نو
صو موصن صو صو صو مو صو صو مو
ع © رم ذن) لني إن 09 يد تن ود
ابه دم ذم نم رع زم زم رع زم بع تن تن ين لن نه
و OD‏ عم رم زن ١«‏ إن كن لي 00 قي مد زم رن ذه
مم يه في
ل 06 م‎ © يد
هه ضام ها
امم ين الى و زم
ينا
هاه",,0,49.89833333333333,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,242,,1,"[0.333058, 0.372183, 0.77438, 0.667949]","و و نا بد لظ 00 00 عم زم زم ون كن عد ون جر سم اج إن لك مر رن ترا
ع LOGE‏ Oem‏ © 2 © رع مم من وم زم مير مم صم مو زم سم مو
و ي ف ف انج قا أن لظ لد 0١‏ تن","و و نا بد لظ 00 00 عم زم زم ون كن عد ون جر سم اج إن لك مر رن ترا
ع LOGE‏ Oem‏ © 2 © رع مم من وم زم مير مم صم مو زم سم مو
و ي ف ف انج قا أن لظ لد 0١‏ تن",,0,48.32,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,243,238,1,"[0.101921, 0.729327, 0.899749, 0.92613]","Q 5 ,N ران‎ 55 oy HHM. حم‎ , YS. OF, TIS طس‎
TT.H. طه‎ , ‘ASQ. عسق‎ , ارو emmy ALM. الم‎
ALR. الى‎ , هررم المي Ass, ml and
K.H.Y.'A.SS. بيعص‎ ٠",بِسۡمِ ٱللَّهِ ٱلرَّحۡمَـٰنِ ٱلرَّحِیمِ,1:1,52.63,41.8225,canonical_quran_match
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,244,239,1,"[0.213568, 0.736755, 0.707705, 0.893488]","Fussilat (Elucidated) فسلت‎
Al-Shooraa (Consultation) الشورى‎
Al-Zukhruf (Vanity) الزخرف‎
سات بت ibe‏ م
عد جح جد
الا
ممه ع
Al-Qalam (The Pen) القلم‎",ٱلۡحَمۡدُ لِلَّهِ رَبِّ ٱلۡعَـٰلَمِینَ,1:2,55.17,78.50625,canonical_quran_match
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,245,,1,"[0.103076, 0.21708, 0.876143, 0.234711]",له جل جلا جلا 3 >3 جف جف جلا مل مل جل جل عأ عل جل جل عل جل لد مل 4ج جو لا جف جل ملعل جل عل لجل عقا جف جف ملت جلا جا جل ل جف جف جف جل A‏ RIKER,له جل جلا جلا 3 >3 جف جف جلا مل مل جل جل عأ عل جل جل عل جل لد مل 4ج جو لا جف جل ملعل جل عل لجل عقا جف جف ملت جلا جا جل ل جف جف جف جل A‏ RIKER,,0,46.0,ocr_unverified_arabic
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,248,243,1,"[0.159967, 0.126645, 0.821165, 0.14364]",فعء + .وه قو و يوءة فقوم وود وووفءدةوودودوووءةودددوةةودةوة<,فعء + .وه قو و يوءة فقوم وود وووفءدةوودودوووءةودددوةةودةوة<,,0,30.44,ocr_unverified_arabic
