chapter,verse,arabic,english
2,109,ود كثير من أهل الكتاب لو يردونكم من بعد إيمانكم كفارا حسدا من عند أنفسهم من بعد ما تبين لهم الحق ۖ فاعفوا واصفحوا حتى يأتي الله بأمره ۗ إن الله على كل شيء قدير,"Many followers of the scripture would rather see you revert to disbelief, now that you have believed. This is due to jealousy on their part, after the truth has become evident to them. You shall pardon them, and leave them alone, until GOD issues His judgment. GOD is Omnipotent."
2,11,وإذا قيل لهم لا تفسدوا في الأرض قالوا إنما نحن مصلحون,"When they are told, ""Do not commit evil,"" they say, ""But we are righteous!"""
2,110,وأقيموا الصلاة وآتوا الزكاة ۚ وما تقدموا لأنفسكم من خير تجدوه عند الله ۗ إن الله بما تعملون بصير,"You shall observe the Contact Prayers (Salat) and give the obligatory charity (Zakat). Any good you send forth on behalf of your souls, you will find it at GOD. GOD is seer of everything you do."
2,111,وقالوا لن يدخل الجنة إلا من كان هودا أو نصارى ۗ تلك أمانيهم ۗ قل هاتوا برهانكم إن كنتم صادقين,"Some have said, ""No one will enter Paradise except Jews or Christians!"" Such is their wishful thinking. Say, ""Show us your proof, if you are right."""
2,112,بلى من أسلم وجهه لله وهو محسن فله أجره عند ربه ولا خوف عليهم ولا هم يحزنون,"Indeed, those who submit themselves absolutely to GOD alone, while leading a righteous life, will receive their recompense from their Lord; they have nothing to fear, nor will they grieve.±"
2,113,وقالت اليهود ليست النصارى على شيء وقالت النصارى ليست اليهود على شيء وهم يتلون الكتاب ۗ كذلك قال الذين لا يعلمون مثل قولهم ۚ فالله يحكم بينهم يوم القيامة فيما كانوا فيه يختلفون,"The Jews said, ""The Christians have no basis,"" while the Christians said, ""The Jews have no basis."" Yet, both of them read the scripture. Such are the utterances of those who possess no knowledge. GOD will judge them on the Day of Resurrection, regarding their disputes."
2,114,ومن أظلم ممن منع مساجد الله أن يذكر فيها اسمه وسعى في خرابها ۚ أولئك ما كان لهم أن يدخلوها إلا خائفين ۚ لهم في الدنيا خزي ولهم في الآخرة عذاب عظيم,"Who are more evil than those who boycott GOD's masjids, where His name is commemorated, and contribute to their desertion? These ought not to enter therein except fearfully. They will suffer in this life humiliation, and will suffer in the Hereafter a terrible retribution."
2,115,ولله المشرق والمغرب ۚ فأينما تولوا فثم وجه الله ۚ إن الله واسع عليم,"To GOD belongs the east and the west; wherever you go there will be the presence of GOD. GOD is Omnipresent, Omniscient."
2,116,وقالوا اتخذ الله ولدا ۗ سبحانه ۖ بل له ما في السماوات والأرض ۖ كل له قانتون,"They said, ""GOD has begotten a son!"" Be He glorified; never! To Him belongs everything in the heavens and the earth; all are subservient to Him."
2,117,بديع السماوات والأرض ۖ وإذا قضى أمرا فإنما يقول له كن فيكون,"The Initiator of the heavens and the earth: to have anything done, He simply says to it, ""Be,"" and it is."
2,118,وقال الذين لا يعلمون لولا يكلمنا الله أو تأتينا آية ۗ كذلك قال الذين من قبلهم مثل قولهم ۘ تشابهت قلوبهم ۗ قد بينا الآيات لقوم يوقنون,"Those who possess no knowledge say, ""If only GOD could speak to us, or some miracle could come to us!"" Others before them have uttered similar utterances; their minds are similar. We do manifest the miracles for those who have attained certainty."
2,119,إنا أرسلناك بالحق بشيرا ونذيرا ۖ ولا تسأل عن أصحاب الجحيم,"We have sent you± with the truth as a bearer of good news, as well as a warner. You are not answerable for those who incur Hell."
2,12,ألا إنهم هم المفسدون ولكن لا يشعرون,"In fact, they are evildoers, but they do not perceive."
2,120,ولن ترضى عنك اليهود ولا النصارى حتى تتبع ملتهم ۗ قل إن هدى الله هو الهدى ۗ ولئن اتبعت أهواءهم بعد الذي جاءك من العلم ۙ ما لك من الله من ولي ولا نصير,"Neither the Jews, nor the Christians, will accept you, unless you follow their religion. Say, ""GOD's guidance is the true guidance."" If you acquiesce to their wishes, despite the knowledge you have received, you will find no ally or supporter to help you against GOD."
2,121,الذين آتيناهم الكتاب يتلونه حق تلاوته أولئك يؤمنون به ۗ ومن يكفر به فأولئك هم الخاسرون,"Those who received the scripture, and know it as it should be known, will believe in this. As for those who disbelieve, they are the losers."
2,122,يا بني إسرائيل اذكروا نعمتي التي أنعمت عليكم وأني فضلتكم على العالمين,"O Children of Israel, remember My favor which I bestowed upon you, and that I blessed you more than any other people."
2,123,واتقوا يوما لا تجزي نفس عن نفس شيئا ولا يقبل منها عدل ولا تنفعها شفاعة ولا هم ينصرون,"Beware of the day when no soul will help another soul, no ransom will be accepted, no intercession will be useful, and no one will be helped."
2,124,وإذ ابتلى إبراهيم ربه بكلمات فأتمهن ۖ قال إني جاعلك للناس إماما ۖ قال ومن ذريتي ۖ قال لا ينال عهدي الظالمين,"Recall that Abraham was put to the test by his Lord, through certain commands, and he fulfilled them. (GOD) said, ""I am appointing you an imam for the people."" He said, ""And also my descendants?"" He said, ""My covenant does not include the transgressors."""
2,125,وإذ جعلنا البيت مثابة للناس وأمنا واتخذوا من مقام إبراهيم مصلى ۖ وعهدنا إلى إبراهيم وإسماعيل أن طهرا بيتي للطائفين والعاكفين والركع السجود,"We have rendered the shrine (the Ka'aba) a focal point for the people, and a safe sanctuary. You may use Abraham's shrine as a prayer house. We commissioned Abraham and Ismail: ""You shall purify My house for those who visit, those who live there, and those who bow and prostrate."""
2,126,وإذ قال إبراهيم رب اجعل هذا بلدا آمنا وارزق أهله من الثمرات من آمن منهم بالله واليوم الآخر ۖ قال ومن كفر فأمتعه قليلا ثم أضطره إلى عذاب النار ۖ وبئس المصير,"Abraham prayed: ""My Lord, make this a peaceful land, and provide its people with fruits. Provide for those who believe in GOD and the Last Day."" (GOD) said, ""I will also provide for those who disbelieve. I will let them enjoy, temporarily, then commit them to the retribution of Hell, and a miserable destiny."""
2,127,وإذ يرفع إبراهيم القواعد من البيت وإسماعيل ربنا تقبل منا ۖ إنك أنت السميع العليم,"As Abraham raised the foundations of the shrine, together with Ismail (they prayed): ""Our Lord, accept this from us. You are the Hearer, the Omniscient."
2,128,ربنا واجعلنا مسلمين لك ومن ذريتنا أمة مسلمة لك وأرنا مناسكنا وتب علينا ۖ إنك أنت التواب الرحيم,"""Our Lord, make us submitters to You, and from our descendants let there be a community of submitters to You. Teach us the rites of our religion, and redeem us. You are the Redeemer, Most Merciful."
2,129,ربنا وابعث فيهم رسولا منهم يتلو عليهم آياتك ويعلمهم الكتاب والحكمة ويزكيهم ۚ إنك أنت العزيز الحكيم,"""Our Lord, and raise among them a messenger to recite to them Your revelations, teach them the scripture and wisdom, and purify them. You are the Almighty, Most Wise."""
2,13,وإذا قيل لهم آمنوا كما آمن الناس قالوا أنؤمن كما آمن السفهاء ۗ ألا إنهم هم السفهاء ولكن لا يعلمون,"When they are told, ""Believe like the people who believed,"" they say, ""Shall we believe like the fools who believed?"" In fact, it is they who are fools, but they do not know."
2,130,ومن يرغب عن ملة إبراهيم إلا من سفه نفسه ۚ ولقد اصطفيناه في الدنيا ۖ وإنه في الآخرة لمن الصالحين,"Who would forsake the religion of Abraham, except one who fools his own soul? We have chosen him in this world, and in the Hereafter he will be with the righteous."
2,131,إذ قال له ربه أسلم ۖ قال أسلمت لرب العالمين,"When his Lord said to him, ""Submit,"" he said, ""I submit to the Lord of the universe."""
2,132,ووصى بها إبراهيم بنيه ويعقوب يا بني إن الله اصطفى لكم الدين فلا تموتن إلا وأنتم مسلمون,"Moreover, Abraham exhorted his children to do the same, and so did Jacob: ""O my children, GOD has pointed out the religion for you; do not die except as submitters."""
2,133,أم كنتم شهداء إذ حضر يعقوب الموت إذ قال لبنيه ما تعبدون من بعدي قالوا نعبد إلهك وإله آبائك إبراهيم وإسماعيل وإسحاق إلها واحدا ونحن له مسلمون,"Had you witnessed Jacob on his death bed; he said to his children, ""What will you worship after I die?"" They said, ""We will worship your god; the god of your fathers Abraham, Ismail, and Isaac; the one god. To Him we are submitters."""
2,134,تلك أمة قد خلت ۖ لها ما كسبت ولكم ما كسبتم ۖ ولا تسألون عما كانوا يعملون,"Such is a community from the past. They are responsible for what they earned, and you are responsible for what you earned. You are not answerable for anything they have done."
2,135,وقالوا كونوا هودا أو نصارى تهتدوا ۗ قل بل ملة إبراهيم حنيفا ۖ وما كان من المشركين,"They said, ""You have to be Jewish or Christian, to be guided."" Say, ""We follow the religion of Abraham—monotheism—he never was an idol worshiper."""
2,136,قولوا آمنا بالله وما أنزل إلينا وما أنزل إلى إبراهيم وإسماعيل وإسحاق ويعقوب والأسباط وما أوتي موسى وعيسى وما أوتي النبيون من ربهم لا نفرق بين أحد منهم ونحن له مسلمون,"Say, ""We believe in GOD, and in what was sent down to us, and in what was sent down to Abraham, Ismail, Isaac, Jacob, and the Patriarchs; and in what was given to Moses and Jesus, and all the prophets from their Lord. We make no distinction among any of them. To Him alone we are submitters."""
2,137,فإن آمنوا بمثل ما آمنتم به فقد اهتدوا ۖ وإن تولوا فإنما هم في شقاق ۖ فسيكفيكهم الله ۚ وهو السميع العليم,"If they believe as you do, then they are guided. But if they turn away, then they are in opposition. GOD will spare you their opposition; He is the Hearer, the Omniscient."
2,138,صبغة الله ۖ ومن أحسن من الله صبغة ۖ ونحن له عابدون,"Such is GOD's system, and whose system is better than GOD's? ""Him alone we worship."""
2,139,قل أتحاجوننا في الله وهو ربنا وربكم ولنا أعمالنا ولكم أعمالكم ونحن له مخلصون,"Say, ""Do you argue with us about GOD, when He is our Lord and your Lord? We are responsible for our deeds, and you are responsible for your deeds. To Him alone we are devoted."""
2,14,وإذا لقوا الذين آمنوا قالوا آمنا وإذا خلوا إلى شياطينهم قالوا إنا معكم إنما نحن مستهزئون,"When they meet the believers, they say, ""We believe,"" but when alone with their devils, they say, ""We are with you; we were only mocking."""
2,140,أم تقولون إن إبراهيم وإسماعيل وإسحاق ويعقوب والأسباط كانوا هودا أو نصارى ۗ قل أأنتم أعلم أم الله ۗ ومن أظلم ممن كتم شهادة عنده من الله ۗ وما الله بغافل عما تعملون,"Do you say that Abraham, Ismail, Isaac, Jacob, and the Patriarchs were Jewish or Christian? Say, ""Do you know better than GOD? Who is more evil than one who conceals a testimony he has learned from GOD? GOD is never unaware of anything you do."""
2,141,تلك أمة قد خلت ۖ لها ما كسبت ولكم ما كسبتم ۖ ولا تسألون عما كانوا يعملون,"That was a community from the past. They are responsible for what they earned, and you are responsible for what you earned. You are not answerable for anything they did."
2,142,سيقول السفهاء من الناس ما ولاهم عن قبلتهم التي كانوا عليها ۚ قل لله المشرق والمغرب ۚ يهدي من يشاء إلى صراط مستقيم,"The fools among the people would say, ""Why did they change the direction of their Qiblah?"" Say, ""To GOD belongs the east and the west; He guides whoever wills in a straight path."""
2,143,وكذلك جعلناكم أمة وسطا لتكونوا شهداء على الناس ويكون الرسول عليكم شهيدا ۗ وما جعلنا القبلة التي كنت عليها إلا لنعلم من يتبع الرسول ممن ينقلب على عقبيه ۚ وإن كانت لكبيرة إلا على الذين هدى الله ۗ وما كان الله ليضيع إيمانكم ۚ إن الله بالناس لرءوف رحيم,"We thus made you an impartial community, that you may serve as witnesses among the people, and the messenger serves as a witness among you. We changed the direction of your original Qiblah only to distinguish those among you who readily follow the messenger from those who would turn back on their heels. It was a difficult test, but not for those who are guided by GOD. GOD never puts your worship to waste. GOD is Compassionate towards the people, Most Merciful."
2,144,قد نرى تقلب وجهك في السماء ۖ فلنولينك قبلة ترضاها ۚ فول وجهك شطر المسجد الحرام ۚ وحيث ما كنتم فولوا وجوهكم شطره ۗ وإن الذين أوتوا الكتاب ليعلمون أنه الحق من ربهم ۗ وما الله بغافل عما يعملون,"We have seen you turning your face about the sky (searching for the right direction). We now assign a Qiblah that is pleasing to you. Henceforth, you shall turn your face towards the Sacred Masjid. Wherever you may be, all of you shall turn your faces towards it. Those who received the previous scripture know that this is the truth from their Lord. GOD is never unaware of anything they do."
2,145,ولئن أتيت الذين أوتوا الكتاب بكل آية ما تبعوا قبلتك ۚ وما أنت بتابع قبلتهم ۚ وما بعضهم بتابع قبلة بعض ۚ ولئن اتبعت أهواءهم من بعد ما جاءك من العلم ۙ إنك إذا لمن الظالمين,"Even if you show the followers of the scripture every kind of miracle, they will not follow your Qiblah. Nor shall you follow their Qiblah. They do not even follow each others' Qiblah. If you acquiesce to their wishes, after the knowledge that has come to you, you will belong with the transgressors."
2,146,الذين آتيناهم الكتاب يعرفونه كما يعرفون أبناءهم ۖ وإن فريقا منهم ليكتمون الحق وهم يعلمون,"Those who received the scripture recognize the truth herein, as they recognize their own children. Yet, some of them conceal the truth, knowingly."
2,147,الحق من ربك ۖ فلا تكونن من الممترين,This is the truth from your Lord; do not harbor any doubt.
2,148,ولكل وجهة هو موليها ۖ فاستبقوا الخيرات ۚ أين ما تكونوا يأت بكم الله جميعا ۚ إن الله على كل شيء قدير,"Each of you chooses the direction to follow; you shall race towards righteousness. Wherever you may be, GOD will summon you all. GOD is Omnipotent."
2,149,ومن حيث خرجت فول وجهك شطر المسجد الحرام ۖ وإنه للحق من ربك ۗ وما الله بغافل عما تعملون,"Wherever you go, you shall turn your face (during Salat) towards the Sacred Masjid.± This is the truth from your Lord. GOD is never unaware of anything you all do."
2,15,الله يستهزئ بهم ويمدهم في طغيانهم يعمهون,"GOD mocks them, and leads them on in their transgressions, blundering."
2,150,ومن حيث خرجت فول وجهك شطر المسجد الحرام ۚ وحيث ما كنتم فولوا وجوهكم شطره لئلا يكون للناس عليكم حجة إلا الذين ظلموا منهم فلا تخشوهم واخشوني ولأتم نعمتي عليكم ولعلكم تهتدون,"Wherever you go, you shall turn your face (during Salat) towards the Sacred Masjid; wherever you might be, you shall turn your faces (during Salat) towards it. Thus, the people will have no argument against you, except the transgressors among them. Do not fear them, and fear Me instead. I will then perfect My blessings upon you, that you may be guided."
2,151,كما أرسلنا فيكم رسولا منكم يتلو عليكم آياتنا ويزكيكم ويعلمكم الكتاب والحكمة ويعلمكم ما لم تكونوا تعلمون,"(Blessings) such as the sending of a messenger from among you to recite our revelations to you, purify you, teach you the scripture and wisdom, and to teach you what you never knew."
2,152,فاذكروني أذكركم واشكروا لي ولا تكفرون,"You shall remember Me, that I may remember you, and be thankful to Me; do not be unappreciative."
2,153,يا أيها الذين آمنوا استعينوا بالصبر والصلاة ۚ إن الله مع الصابرين,"O you who believe, seek help through steadfastness and the Contact Prayers (Salat). GOD is with those who steadfastly persevere."
2,154,ولا تقولوا لمن يقتل في سبيل الله أموات ۚ بل أحياء ولكن لا تشعرون,"Do not say of those who are killed in the cause of GOD, ""They are dead."" They are alive at their Lord, but you do not perceive.±"
2,155,ولنبلونكم بشيء من الخوف والجوع ونقص من الأموال والأنفس والثمرات ۗ وبشر الصابرين,"We will surely test you through some fear, hunger, and loss of money, lives, and crops. Give good news to the steadfast.±"
2,156,الذين إذا أصابتهم مصيبة قالوا إنا لله وإنا إليه راجعون,"When an affliction befalls them, they say, ""We belong to GOD, and to Him we are returning."""
2,157,أولئك عليهم صلوات من ربهم ورحمة ۖ وأولئك هم المهتدون,These have deserved blessings from their Lord and mercy. These are the guided ones.
2,158,إن الصفا والمروة من شعائر الله ۖ فمن حج البيت أو اعتمر فلا جناح عليه أن يطوف بهما ۚ ومن تطوع خيرا فإن الله شاكر عليم,"The knolls of Safa and Marwah are among the rites decreed by GOD. Anyone who observes Hajj or 'Umrah commits no error by traversing the distance between them. If one volunteers more righteous works, then GOD is Appreciative, Omniscient."
2,159,إن الذين يكتمون ما أنزلنا من البينات والهدى من بعد ما بيناه للناس في الكتاب ۙ أولئك يلعنهم الله ويلعنهم اللاعنون,"Those who conceal our revelations and guidance, after proclaiming them for the people in the scripture, are condemned by GOD; they are condemned by all the condemners."
2,16,أولئك الذين اشتروا الضلالة بالهدى فما ربحت تجارتهم وما كانوا مهتدين,"It is they who bought the straying, at the expense of guidance. Such trade never prospers, nor do they receive any guidance."
2,160,إلا الذين تابوا وأصلحوا وبينوا فأولئك أتوب عليهم ۚ وأنا التواب الرحيم,"As for those who repent, reform, and proclaim, I redeem them. I am the Redeemer, Most Merciful."
2,161,إن الذين كفروا وماتوا وهم كفار أولئك عليهم لعنة الله والملائكة والناس أجمعين,"Those who disbelieve and die as disbelievers, have incurred the condemnation of GOD, the angels, and all the people (on the Day of Judgment)."
2,162,خالدين فيها ۖ لا يخفف عنهم العذاب ولا هم ينظرون,"Eternally they abide therein. The retribution is never commuted for them, nor are they reprieved."
2,163,وإلهكم إله واحد ۖ لا إله إلا هو الرحمن الرحيم,"Your god is one god; there is no god but He, Most Gracious, Most Merciful."
2,164,إن في خلق السماوات والأرض واختلاف الليل والنهار والفلك التي تجري في البحر بما ينفع الناس وما أنزل الله من السماء من ماء فأحيا به الأرض بعد موتها وبث فيها من كل دابة وتصريف الرياح والسحاب المسخر بين السماء والأرض لآيات لقوم يعقلون,"In the creation of the heavens and the earth, the alternation of night and day, the ships that roam the ocean for the benefit of the people, the water that GOD sends down from the sky to revive dead land and to spread in it all kinds of creatures, the manipulation of the winds, and the clouds that are placed between the sky and the earth, there are sufficient proofs for people who understand."
2,165,ومن الناس من يتخذ من دون الله أندادا يحبونهم كحب الله ۖ والذين آمنوا أشد حبا لله ۗ ولو يرى الذين ظلموا إذ يرون العذاب أن القوة لله جميعا وأن الله شديد العذاب,"Yet, some people set up idols to rival GOD, and love them as if they are GOD. Those who believe love GOD the most. If only the transgressors could see themselves when they see the retribution! They will realize then that all power belongs to GOD alone, and that GOD's retribution is awesome."
2,166,إذ تبرأ الذين اتبعوا من الذين اتبعوا ورأوا العذاب وتقطعت بهم الأسباب,"Those who were followed will disown those who followed them.± They will see the retribution, and all ties among them will be severed."
2,167,وقال الذين اتبعوا لو أن لنا كرة فنتبرأ منهم كما تبرءوا منا ۗ كذلك يريهم الله أعمالهم حسرات عليهم ۖ وما هم بخارجين من النار,"Those who followed will say, ""If we can get another chance, we will disown them, as they have disowned us now."" GOD thus shows them the consequences of their works as nothing but remorse; they will never exit Hell."
2,168,يا أيها الناس كلوا مما في الأرض حلالا طيبا ولا تتبعوا خطوات الشيطان ۚ إنه لكم عدو مبين,"O people, eat from the earth's products all that is lawful and good, and do not follow the steps of Satan; he is your most ardent enemy."
2,169,إنما يأمركم بالسوء والفحشاء وأن تقولوا على الله ما لا تعلمون,"He only commands you to commit evil and vice, and to say about GOD what you do not know."
2,17,مثلهم كمثل الذي استوقد نارا فلما أضاءت ما حوله ذهب الله بنورهم وتركهم في ظلمات لا يبصرون,"Their example is like those who start a fire, then, as it begins to shed light around them, GOD takes away their light, leaving them in darkness, unable to see."
2,170,وإذا قيل لهم اتبعوا ما أنزل الله قالوا بل نتبع ما ألفينا عليه آباءنا ۗ أولو كان آباؤهم لا يعقلون شيئا ولا يهتدون,"When they are told, ""Follow what GOD has revealed herein,"" they say, ""We follow only what we found our parents doing."" What if their parents did not understand, and were not guided?"
2,171,ومثل الذين كفروا كمثل الذي ينعق بما لا يسمع إلا دعاء ونداء ۚ صم بكم عمي فهم لا يعقلون,"The example of such disbelievers is that of parrots who repeat what they hear of sounds and calls, without understanding. Deaf, dumb, and blind; they cannot understand."
2,172,يا أيها الذين آمنوا كلوا من طيبات ما رزقناكم واشكروا لله إن كنتم إياه تعبدون,"O you who believe, eat from the good things we provided for you, and be thankful to GOD, if you do worship Him alone."
2,173,إنما حرم عليكم الميتة والدم ولحم الخنزير وما أهل به لغير الله ۖ فمن اضطر غير باغ ولا عاد فلا إثم عليه ۚ إن الله غفور رحيم,"He only prohibits for you the eating of animals that die of themselves (without human interference), blood, the meat of pigs, and animals dedicated to other than GOD. If one is forced (to eat these), without being malicious or deliberate, he incurs no sin. GOD is Forgiver, Most Merciful."
2,174,إن الذين يكتمون ما أنزل الله من الكتاب ويشترون به ثمنا قليلا ۙ أولئك ما يأكلون في بطونهم إلا النار ولا يكلمهم الله يوم القيامة ولا يزكيهم ولهم عذاب أليم,"Those who conceal GOD's revelations in the scripture, in exchange for a cheap material gain, eat but fire into their bellies. GOD will not speak to them on the Day of Resurrection, nor will He purify them. They have incurred a painful retribution."
2,175,أولئك الذين اشتروا الضلالة بالهدى والعذاب بالمغفرة ۚ فما أصبرهم على النار,"It is they who chose the straying instead of guidance, and the retribution instead of forgiveness. Consequently, they will have to endure Hell."
2,176,ذلك بأن الله نزل الكتاب بالحق ۗ وإن الذين اختلفوا في الكتاب لفي شقاق بعيد,"This is because GOD has revealed this scripture, bearing the truth, and those who dispute the scripture are the most ardent opponents."
2,177,ليس البر أن تولوا وجوهكم قبل المشرق والمغرب ولكن البر من آمن بالله واليوم الآخر والملائكة والكتاب والنبيين وآتى المال على حبه ذوي القربى واليتامى والمساكين وابن السبيل والسائلين وفي الرقاب وأقام الصلاة وآتى الزكاة والموفون بعهدهم إذا عاهدوا ۖ والصابرين في البأساء والضراء وحين البأس ۗ أولئك الذين صدقوا ۖ وأولئك هم المتقون,"Righteousness is not turning your faces towards the east or the west. Righteous are those who believe in GOD, the Last Day, the angels, the scripture, and the prophets; and they give the money, cheerfully, to the relatives, the orphans, the needy, the traveling alien, the beggars, and to free the slaves; and they observe the Contact Prayers (Salat) and give the obligatory charity (Zakat); and they keep their word whenever they make a promise; and they steadfastly persevere in the face of persecution, hardship, and war. These are the truthful; these are the righteous."
2,178,يا أيها الذين آمنوا كتب عليكم القصاص في القتلى ۖ الحر بالحر والعبد بالعبد والأنثى بالأنثى ۚ فمن عفي له من أخيه شيء فاتباع بالمعروف وأداء إليه بإحسان ۗ ذلك تخفيف من ربكم ورحمة ۗ فمن اعتدى بعد ذلك فله عذاب أليم,"O you who believe, equivalence is the law decreed for you when dealing with murder—the free for the free, the slave for the slave, the female for the female. If one is pardoned by the victim's kin, an appreciative response is in order, and an equitable compensation shall be paid. This is an alleviation from your Lord and mercy. Anyone who transgresses beyond this incurs a painful retribution."
2,179,ولكم في القصاص حياة يا أولي الألباب لعلكم تتقون,"Equivalence is a life saving law for you, O you who possess intelligence, that you may be righteous."
2,18,صم بكم عمي فهم لا يرجعون,"Deaf, dumb, and blind; they fail to return."
2,180,كتب عليكم إذا حضر أحدكم الموت إن ترك خيرا الوصية للوالدين والأقربين بالمعروف ۖ حقا على المتقين,"It is decreed that when death approaches, you shall write a will for the benefit of the parents and relatives, equitably. This is a duty upon the righteous."
2,181,فمن بدله بعد ما سمعه فإنما إثمه على الذين يبدلونه ۚ إن الله سميع عليم,"If anyone alters a will he had heard, the sin of altering befalls those responsible for such altering. GOD is Hearer, Knower."
2,182,فمن خاف من موص جنفا أو إثما فأصلح بينهم فلا إثم عليه ۚ إن الله غفور رحيم,"If one sees gross injustice or bias on the part of a testator, and takes corrective action to restore justice to the will, he commits no sin. GOD is Forgiver, Most Merciful."
2,183,يا أيها الذين آمنوا كتب عليكم الصيام كما كتب على الذين من قبلكم لعلكم تتقون,"O you who believe, fasting is decreed for you, as it was decreed for those before you, that you may attain salvation."
2,184,أياما معدودات ۚ فمن كان منكم مريضا أو على سفر فعدة من أيام أخر ۚ وعلى الذين يطيقونه فدية طعام مسكين ۖ فمن تطوع خيرا فهو خير له ۚ وأن تصوموا خير لكم ۖ إن كنتم تعلمون,"Specific days (are designated for fasting); if one is ill or traveling, an equal number of other days may be substituted. Those who can fast, but with great difficulty, may substitute feeding one poor person for each day of breaking the fast. If one volunteers (more righteous works), it is better. But fasting is the best for you, if you only knew."
2,185,شهر رمضان الذي أنزل فيه القرآن هدى للناس وبينات من الهدى والفرقان ۚ فمن شهد منكم الشهر فليصمه ۖ ومن كان مريضا أو على سفر فعدة من أيام أخر ۗ يريد الله بكم اليسر ولا يريد بكم العسر ولتكملوا العدة ولتكبروا الله على ما هداكم ولعلكم تشكرون,"Ramadan is the month during which the Quran was revealed, providing guidance for the people, clear teachings, and the statute book. Those of you who witness this month shall fast therein. Those who are ill or traveling may substitute the same number of other days. GOD wishes for you convenience, not hardship, that you may fulfill your obligations, and to glorify GOD for guiding you, and to express your appreciation."
2,186,وإذا سألك عبادي عني فإني قريب ۖ أجيب دعوة الداع إذا دعان ۖ فليستجيبوا لي وليؤمنوا بي لعلهم يرشدون,"When My servants ask you about Me, I am always near. I answer their prayers when they pray to Me. The people shall respond to Me and believe in Me, in order to be guided."
2,187,أحل لكم ليلة الصيام الرفث إلى نسائكم ۚ هن لباس لكم وأنتم لباس لهن ۗ علم الله أنكم كنتم تختانون أنفسكم فتاب عليكم وعفا عنكم ۖ فالآن باشروهن وابتغوا ما كتب الله لكم ۚ وكلوا واشربوا حتى يتبين لكم الخيط الأبيض من الخيط الأسود من الفجر ۖ ثم أتموا الصيام إلى الليل ۚ ولا تباشروهن وأنتم عاكفون في المساجد ۗ تلك حدود الله فلا تقربوها ۗ كذلك يبين الله آياته للناس لعلهم يتقون,"Permitted for you is sexual intercourse with your wives during the nights of fasting. They are the keepers of your secrets, and you are the keepers of their secrets. GOD knew that you used to betray your souls, and He has redeemed you, and has pardoned you. Henceforth, you may have intercourse with them, seeking what GOD has permitted for you. You may eat and drink until the white thread of light becomes distinguishable from the dark thread of night at dawn. Then, you shall fast until sunset. Sexual intercourse is prohibited if you decide to retreat to the masjid (during the last ten days of Ramadan). These are GOD's laws; you shall not transgress them. GOD thus clarifies His revelations for the people, that they may attain salvation."
2,188,ولا تأكلوا أموالكم بينكم بالباطل وتدلوا بها إلى الحكام لتأكلوا فريقا من أموال الناس بالإثم وأنتم تعلمون,"You shall not take each others' money illicitly, nor shall you bribe the officials to deprive others of some of their rights illicitly, while you know."
2,189,يسألونك عن الأهلة ۖ قل هي مواقيت للناس والحج ۗ وليس البر بأن تأتوا البيوت من ظهورها ولكن البر من اتقى ۗ وأتوا البيوت من أبوابها ۚ واتقوا الله لعلكم تفلحون,"They ask you about the phases of the moon! Say, ""They provide a timing device for the people, and determine the time of Hajj."" It is not righteous to beat around the bush;± righteousness is attained by upholding the commandments and by being straightforward. You shall observe GOD, that you may succeed."
2,19,أو كصيب من السماء فيه ظلمات ورعد وبرق يجعلون أصابعهم في آذانهم من الصواعق حذر الموت ۚ والله محيط بالكافرين,"Another example: a rainstorm from the sky in which there is darkness, thunder, and lightning. They put their fingers in their ears, to evade death. GOD is fully aware of the disbelievers."
2,190,وقاتلوا في سبيل الله الذين يقاتلونكم ولا تعتدوا ۚ إن الله لا يحب المعتدين,"You may fight in the cause of GOD against those who attack you, but do not aggress. GOD does not love the aggressors."
2,191,واقتلوهم حيث ثقفتموهم وأخرجوهم من حيث أخرجوكم ۚ والفتنة أشد من القتل ۚ ولا تقاتلوهم عند المسجد الحرام حتى يقاتلوكم فيه ۖ فإن قاتلوكم فاقتلوهم ۗ كذلك جزاء الكافرين,"You may kill those who wage war against you, and you may evict them whence they evicted you. Oppression is worse than murder. Do not fight them at the Sacred Mosque (Masjid), unless they attack you therein. If they attack you, you may kill them. This is the just retribution for those disbelievers."
2,192,فإن انتهوا فإن الله غفور رحيم,"If they refrain, then GOD is Forgiver, Most Merciful."
2,193,وقاتلوهم حتى لا تكون فتنة ويكون الدين لله ۖ فإن انتهوا فلا عدوان إلا على الظالمين,"You may also fight them to eliminate oppression, and to worship GOD freely. If they refrain, you shall not aggress; aggression is permitted only against the aggressors."
2,194,الشهر الحرام بالشهر الحرام والحرمات قصاص ۚ فمن اعتدى عليكم فاعتدوا عليه بمثل ما اعتدى عليكم ۚ واتقوا الله واعلموا أن الله مع المتقين,"During the Sacred Months, aggression may be met by an equivalent response. If they attack you, you may retaliate by inflicting an equitable retribution. You shall observe GOD and know that GOD is with the righteous."
2,195,وأنفقوا في سبيل الله ولا تلقوا بأيديكم إلى التهلكة ۛ وأحسنوا ۛ إن الله يحب المحسنين,You shall spend in the cause of GOD; do not throw yourselves with your own hands into destruction. You shall be charitable; GOD loves the charitable.
