NA1904_ID	NA1904_Text	NA27_ID	NA28_ID	SBLGNT_ID	SBLGNT_Text	MARBLE_ID
40001001001	Βίβλος	40001001001	40001001001	40001001001	Βίβλος	04000100100002
40001001002	γενέσεως	40001001002	40001001002	40001001002	γενέσεως	04000100100004
40001001003	Ἰησοῦ	40001001003	40001001003	40001001003	Ἰησοῦ	04000100100006
40001001004	Χριστοῦ	40001001004	40001001004	40001001004	χριστοῦ	04000100100008
40001001005	υἱοῦ	40001001005	40001001005	40001001005	υἱοῦ	04000100100010
40001001006	Δαυεὶδ	40001001006	40001001006	40001001006	Δαυὶδ	04000100100012
40001001007	υἱοῦ	40001001007	40001001007	40001001007	υἱοῦ	04000100100014
40001001008	Ἀβραάμ.	40001001008	40001001008	40001001008	Ἀβραάμ.	04000100100016
40001002001	Ἀβραὰμ	40001002001	40001002001	40001002001	Ἀβραὰμ	04000100200002
40001002002	ἐγέννησεν	40001002002	40001002002	40001002002	ἐγέννησεν	04000100200004
40001002003	τὸν	40001002003	40001002003	40001002003	τὸν	04000100200006
40001002004	Ἰσαάκ,	40001002004	40001002004	40001002004	Ἰσαάκ,	04000100200008
40001002005	Ἰσαὰκ	40001002005	40001002005	40001002005	Ἰσαὰκ	04000100200010
40001002006	δὲ	40001002006	40001002006	40001002006	δὲ	04000100200012
40001002007	ἐγέννησεν	40001002007	40001002007	40001002007	ἐγέννησεν	04000100200014
40001002008	τὸν	40001002008	40001002008	40001002008	τὸν	04000100200016
40001002009	Ἰακώβ,	40001002009	40001002009	40001002009	Ἰακώβ,	04000100200018
40001002010	Ἰακὼβ	40001002010	40001002010	40001002010	Ἰακὼβ	04000100200020
40001002011	δὲ	40001002011	40001002011	40001002011	δὲ	04000100200022
40001002012	ἐγέννησεν	40001002012	40001002012	40001002012	ἐγέννησεν	04000100200024
40001002013	τὸν	40001002013	40001002013	40001002013	τὸν	04000100200026
40001002014	Ἰούδαν	40001002014	40001002014	40001002014	Ἰούδαν	04000100200028
40001002015	καὶ	40001002015	40001002015	40001002015	καὶ	04000100200030
40001002016	τοὺς	40001002016	40001002016	40001002016	τοὺς	04000100200032
40001002017	ἀδελφοὺς	40001002017	40001002017	40001002017	ἀδελφοὺς	04000100200034
40001002018	αὐτοῦ,	40001002018	40001002018	40001002018	αὐτοῦ,	04000100200036
40001003001	Ἰούδας	40001003001	40001003001	40001003001	Ἰούδας	04000100300002
40001003002	δὲ	40001003002	40001003002	40001003002	δὲ	04000100300004
40001003003	ἐγέννησεν	40001003003	40001003003	40001003003	ἐγέννησεν	04000100300006
40001003004	τὸν	40001003004	40001003004	40001003004	τὸν	04000100300008
40001003005	Φαρὲς	40001003005	40001003005	40001003005	Φαρὲς	04000100300010
40001003006	καὶ	40001003006	40001003006	40001003006	καὶ	04000100300012
40001003007	τὸν	40001003007	40001003007	40001003007	τὸν	04000100300014
40001003008	Ζαρὰ	40001003008	40001003008	40001003008	Ζάρα	04000100300016
40001003009	ἐκ	40001003009	40001003009	40001003009	ἐκ	04000100300018
40001003010	τῆς	40001003010	40001003010	40001003010	τῆς	04000100300020
40001003011	Θάμαρ,	40001003011	40001003011	40001003011	Θαμάρ,	04000100300022
40001003012	Φαρὲς	40001003012	40001003012	40001003012	Φαρὲς	04000100300024
40001003013	δὲ	40001003013	40001003013	40001003013	δὲ	04000100300026
40001003014	ἐγέννησεν	40001003014	40001003014	40001003014	ἐγέννησεν	04000100300028
40001003015	τὸν	40001003015	40001003015	40001003015	τὸν	04000100300030
40001003016	Ἐσρώμ,	40001003016	40001003016	40001003016	Ἑσρώμ,	04000100300032
40001003017	Ἐσρὼμ	40001003017	40001003017	40001003017	Ἑσρὼμ	04000100300034
40001003018	δὲ	40001003018	40001003018	40001003018	δὲ	04000100300036
40001003019	ἐγέννησεν	40001003019	40001003019	40001003019	ἐγέννησεν	04000100300038
40001003020	τὸν	40001003020	40001003020	40001003020	τὸν	04000100300040
40001003021	Ἀράμ,	40001003021	40001003021	40001003021	Ἀράμ,	04000100300042
40001004001	Ἀρὰμ	40001004001	40001004001	40001004001	Ἀρὰμ	04000100400002
40001004002	δὲ	40001004002	40001004002	40001004002	δὲ	04000100400004
40001004003	ἐγέννησεν	40001004003	40001004003	40001004003	ἐγέννησεν	04000100400006
40001004004	τὸν	40001004004	40001004004	40001004004	τὸν	04000100400008
40001004005	Ἀμιναδάβ,	40001004005	40001004005	40001004005	Ἀμιναδάβ,	04000100400010
40001004006	Ἀμιναδὰβ	40001004006	40001004006	40001004006	Ἀμιναδὰβ	04000100400012
40001004007	δὲ	40001004007	40001004007	40001004007	δὲ	04000100400014
40001004008	ἐγέννησεν	40001004008	40001004008	40001004008	ἐγέννησεν	04000100400016
40001004009	τὸν	40001004009	40001004009	40001004009	τὸν	04000100400018
40001004010	Ναασσών,	40001004010	40001004010	40001004010	Ναασσών,	04000100400020
40001004011	Ναασσὼν	40001004011	40001004011	40001004011	Ναασσὼν	04000100400022
40001004012	δὲ	40001004012	40001004012	40001004012	δὲ	04000100400024
40001004013	ἐγέννησεν	40001004013	40001004013	40001004013	ἐγέννησεν	04000100400026
40001004014	τὸν	40001004014	40001004014	40001004014	τὸν	04000100400028
40001004015	Σαλμών,	40001004015	40001004015	40001004015	Σαλμών,	04000100400030
40001005001	Σαλμὼν	40001005001	40001005001	40001005001	Σαλμὼν	04000100500002
40001005002	δὲ	40001005002	40001005002	40001005002	δὲ	04000100500004
40001005003	ἐγέννησεν	40001005003	40001005003	40001005003	ἐγέννησεν	04000100500006
40001005004	τὸν	40001005004	40001005004	40001005004	τὸν	04000100500008
40001005005	Βόες	40001005005	40001005005	40001005005	Βόες	04000100500010
40001005006	ἐκ	40001005006	40001005006	40001005006	ἐκ	04000100500012
40001005007	τῆς	40001005007	40001005007	40001005007	τῆς	04000100500014
40001005008	Ῥαχάβ,	40001005008	40001005008	40001005008	Ῥαχάβ,	04000100500016
40001005009	Βόες	40001005009	40001005009	40001005009	Βόες	04000100500018
40001005010	δὲ	40001005010	40001005010	40001005010	δὲ	04000100500020
40001005011	ἐγέννησεν	40001005011	40001005011	40001005011	ἐγέννησεν	04000100500022
40001005012	τὸν	40001005012	40001005012	40001005012	τὸν	04000100500024
40001005013	Ἰωβὴδ	40001005013	40001005013	40001005013	Ἰωβὴδ	04000100500026
40001005014	ἐκ	40001005014	40001005014	40001005014	ἐκ	04000100500028
40001005015	τῆς	40001005015	40001005015	40001005015	τῆς	04000100500030
40001005016	Ῥούθ,	40001005016	40001005016	40001005016	Ῥούθ,	04000100500032
40001005017	Ἰωβὴδ	40001005017	40001005017	40001005017	Ἰωβὴδ	04000100500034
40001005018	δὲ	40001005018	40001005018	40001005018	δὲ	04000100500036
40001005019	ἐγέννησεν	40001005019	40001005019	40001005019	ἐγέννησεν	04000100500038
40001005020	τὸν	40001005020	40001005020	40001005020	τὸν	04000100500040
40001005021	Ἰεσσαί,	40001005021	40001005021	40001005021	Ἰεσσαί,	04000100500042
40001006001	Ἰεσσαὶ	40001006001	40001006001	40001006001	Ἰεσσαὶ	04000100600002
40001006002	δὲ	40001006002	40001006002	40001006002	δὲ	04000100600004
40001006003	ἐγέννησεν	40001006003	40001006003	40001006003	ἐγέννησεν	04000100600006
40001006004	τὸν	40001006004	40001006004	40001006004	τὸν	04000100600008
40001006005	Δαυεὶδ	40001006005	40001006005	40001006005	Δαυὶδ	04000100600010
40001006006	τὸν	40001006006	40001006006	40001006006	τὸν	04000100600012
40001006007	βασιλέα.	40001006007	40001006007	40001006007	βασιλέα.	04000100600014
40001006008	Δαυεὶδ	40001006008	40001006008	40001006008	Δαυὶδ	04000100600016
40001006009	δὲ	40001006009	40001006009	40001006009	δὲ	04000100600018
40001006010	ἐγέννησεν	40001006010	40001006010	40001006010	ἐγέννησεν	04000100600020
40001006011	τὸν	40001006011	40001006011	40001006011	τὸν	04000100600022
40001006012	Σολομῶνα	40001006012	40001006012	40001006012	Σολομῶνα	04000100600024
40001006013	ἐκ	40001006013	40001006013	40001006013	ἐκ	04000100600026
40001006014	τῆς	40001006014	40001006014	40001006014	τῆς	04000100600028
40001006015	τοῦ	40001006015	40001006015	40001006015	τοῦ	04000100600030
40001006016	Οὐρίου,	40001006016	40001006016	40001006016	Οὐρίου,	04000100600032
40001007001	Σολομὼν	40001007001	40001007001	40001007001	Σολομὼν	04000100700002
40001007002	δὲ	40001007002	40001007002	40001007002	δὲ	04000100700004
40001007003	ἐγέννησεν	40001007003	40001007003	40001007003	ἐγέννησεν	04000100700006
40001007004	τὸν	40001007004	40001007004	40001007004	τὸν	04000100700008
40001007005	Ῥοβοάμ,	40001007005	40001007005	40001007005	Ῥοβοάμ,	04000100700010
40001007006	Ῥοβοὰμ	40001007006	40001007006	40001007006	Ῥοβοὰμ	04000100700012
40001007007	δὲ	40001007007	40001007007	40001007007	δὲ	04000100700014
40001007008	ἐγέννησεν	40001007008	40001007008	40001007008	ἐγέννησεν	04000100700016
40001007009	τὸν	40001007009	40001007009	40001007009	τὸν	04000100700018
40001007010	Ἀβιά,	40001007010	40001007010	40001007010	Ἀβιά,	04000100700020
40001007011	Ἀβιὰ	40001007011	40001007011	40001007011	Ἀβιὰ	04000100700022
40001007012	δὲ	40001007012	40001007012	40001007012	δὲ	04000100700024
40001007013	ἐγέννησεν	40001007013	40001007013	40001007013	ἐγέννησεν	04000100700026
40001007014	τὸν	40001007014	40001007014	40001007014	τὸν	04000100700028
40001007015	Ἀσάφ,	40001007015	40001007015	40001007015	Ἀσάφ,	04000100700030
40001008001	Ἀσὰφ	40001008001	40001008001	40001008001	Ἀσὰφ	04000100800002
40001008002	δὲ	40001008002	40001008002	40001008002	δὲ	04000100800004
40001008003	ἐγέννησεν	40001008003	40001008003	40001008003	ἐγέννησεν	04000100800006
40001008004	τὸν	40001008004	40001008004	40001008004	τὸν	04000100800008
40001008005	Ἰωσαφάτ,	40001008005	40001008005	40001008005	Ἰωσαφάτ,	04000100800010
40001008006	Ἰωσαφὰτ	40001008006	40001008006	40001008006	Ἰωσαφὰτ	04000100800012
40001008007	δὲ	40001008007	40001008007	40001008007	δὲ	04000100800014
40001008008	ἐγέννησεν	40001008008	40001008008	40001008008	ἐγέννησεν	04000100800016
40001008009	τὸν	40001008009	40001008009	40001008009	τὸν	04000100800018
40001008010	Ἰωράμ,	40001008010	40001008010	40001008010	Ἰωράμ,	04000100800020
40001008011	Ἰωρὰμ	40001008011	40001008011	40001008011	Ἰωρὰμ	04000100800022
40001008012	δὲ	40001008012	40001008012	40001008012	δὲ	04000100800024
40001008013	ἐγέννησεν	40001008013	40001008013	40001008013	ἐγέννησεν	04000100800026
40001008014	τὸν	40001008014	40001008014	40001008014	τὸν	04000100800028
40001008015	Ὀζείαν,	40001008015	40001008015	40001008015	Ὀζίαν,	04000100800030
40001009001	Ὀζείας	40001009001	40001009001	40001009001	Ὀζίας	04000100900002
40001009002	δὲ	40001009002	40001009002	40001009002	δὲ	04000100900004
40001009003	ἐγέννησεν	40001009003	40001009003	40001009003	ἐγέννησεν	04000100900006
40001009004	τὸν	40001009004	40001009004	40001009004	τὸν	04000100900008
40001009005	Ἰωαθάμ,	40001009005	40001009005	40001009005	Ἰωαθάμ,	04000100900010
40001009006	Ἰωαθὰμ	40001009006	40001009006	40001009006	Ἰωαθὰμ	04000100900012
40001009007	δὲ	40001009007	40001009007	40001009007	δὲ	04000100900014
40001009008	ἐγέννησεν	40001009008	40001009008	40001009008	ἐγέννησεν	04000100900016
40001009009	τὸν	40001009009	40001009009	40001009009	τὸν	04000100900018
40001009010	Ἄχαζ,	40001009010	40001009010	40001009010	Ἀχάζ,	04000100900020
40001009011	Ἄχαζ	40001009011	40001009011	40001009011	Ἀχὰζ	04000100900022
40001009012	δὲ	40001009012	40001009012	40001009012	δὲ	04000100900024
40001009013	ἐγέννησεν	40001009013	40001009013	40001009013	ἐγέννησεν	04000100900026
40001009014	τὸν	40001009014	40001009014	40001009014	τὸν	04000100900028
40001009015	Ἐζεκίαν,	40001009015	40001009015	40001009015	Ἑζεκίαν,	04000100900030
40001010001	Ἐζεκίας	40001010001	40001010001	40001010001	Ἑζεκίας	04000101000002
40001010002	δὲ	40001010002	40001010002	40001010002	δὲ	04000101000004
40001010003	ἐγέννησεν	40001010003	40001010003	40001010003	ἐγέννησεν	04000101000006
40001010004	τὸν	40001010004	40001010004	40001010004	τὸν	04000101000008
40001010005	Μανασσῆ,	40001010005	40001010005	40001010005	Μανασσῆ,	04000101000010
40001010006	Μανασσῆς	40001010006	40001010006	40001010006	Μανασσῆς	04000101000012
40001010007	δὲ	40001010007	40001010007	40001010007	δὲ	04000101000014
40001010008	ἐγέννησεν	40001010008	40001010008	40001010008	ἐγέννησεν	04000101000016
40001010009	τὸν	40001010009	40001010009	40001010009	τὸν	04000101000018
40001010010	Ἀμώς,	40001010010	40001010010	40001010010	Ἀμώς,	04000101000020
40001010011	Ἀμὼς	40001010011	40001010011	40001010011	Ἀμὼς	04000101000022
40001010012	δὲ	40001010012	40001010012	40001010012	δὲ	04000101000024
40001010013	ἐγέννησεν	40001010013	40001010013	40001010013	ἐγέννησεν	04000101000026
40001010014	τὸν	40001010014	40001010014	40001010014	τὸν	04000101000028
40001010015	Ἰωσείαν,	40001010015	40001010015	40001010015	Ἰωσίαν,	04000101000030
40001011001	Ἰωσείας	40001011001	40001011001	40001011001	Ἰωσίας	04000101100002
40001011002	δὲ	40001011002	40001011002	40001011002	δὲ	04000101100004
40001011003	ἐγέννησεν	40001011003	40001011003	40001011003	ἐγέννησεν	04000101100006
40001011004	τὸν	40001011004	40001011004	40001011004	τὸν	04000101100008
40001011005	Ἰεχονίαν	40001011005	40001011005	40001011005	Ἰεχονίαν	04000101100010
40001011006	καὶ	40001011006	40001011006	40001011006	καὶ	04000101100012
40001011007	τοὺς	40001011007	40001011007	40001011007	τοὺς	04000101100014
40001011008	ἀδελφοὺς	40001011008	40001011008	40001011008	ἀδελφοὺς	04000101100016
40001011009	αὐτοῦ	40001011009	40001011009	40001011009	αὐτοῦ	04000101100018
40001011010	ἐπὶ	40001011010	40001011010	40001011010	ἐπὶ	04000101100020
40001011011	τῆς	40001011011	40001011011	40001011011	τῆς	04000101100022
40001011012	μετοικεσίας	40001011012	40001011012	40001011012	μετοικεσίας	04000101100024
40001011013	Βαβυλῶνος.	40001011013	40001011013	40001011013	Βαβυλῶνος.	04000101100026
40001012001	Μετὰ	40001012001	40001012001	40001012001	Μετὰ	04000101200002
40001012002	δὲ	40001012002	40001012002	40001012002	δὲ	04000101200004
40001012003	τὴν	40001012003	40001012003	40001012003	τὴν	04000101200006
40001012004	μετοικεσίαν	40001012004	40001012004	40001012004	μετοικεσίαν	04000101200008
40001012005	Βαβυλῶνος	40001012005	40001012005	40001012005	Βαβυλῶνος	04000101200010
40001012006	Ἰεχονίας	40001012006	40001012006	40001012006	Ἰεχονίας	04000101200012
40001012007	ἐγέννησεν	40001012007	40001012007	40001012007	ἐγέννησεν	04000101200014
40001012008	τὸν	40001012008	40001012008	40001012008	τὸν	04000101200016
40001012009	Σαλαθιήλ,	40001012009	40001012009	40001012009	Σαλαθιήλ,	04000101200018
40001012010	Σαλαθιὴλ	40001012010	40001012010	40001012010	Σαλαθιὴλ	04000101200020
40001012011	δὲ	40001012011	40001012011	40001012011	δὲ	04000101200022
40001012012	ἐγέννησεν	40001012012	40001012012	40001012012	ἐγέννησεν	04000101200024
40001012013	τὸν	40001012013	40001012013	40001012013	τὸν	04000101200026
40001012014	Ζοροβαβέλ,	40001012014	40001012014	40001012014	Ζοροβαβέλ,	04000101200028
40001013001	Ζοροβαβὲλ	40001013001	40001013001	40001013001	Ζοροβαβὲλ	04000101300002
40001013002	δὲ	40001013002	40001013002	40001013002	δὲ	04000101300004
40001013003	ἐγέννησεν	40001013003	40001013003	40001013003	ἐγέννησεν	04000101300006
40001013004	τὸν	40001013004	40001013004	40001013004	τὸν	04000101300008
40001013005	Ἀβιούδ,	40001013005	40001013005	40001013005	Ἀβιούδ,	04000101300010
40001013006	Ἀβιοὺδ	40001013006	40001013006	40001013006	Ἀβιοὺδ	04000101300012
40001013007	δὲ	40001013007	40001013007	40001013007	δὲ	04000101300014
40001013008	ἐγέννησεν	40001013008	40001013008	40001013008	ἐγέννησεν	04000101300016
40001013009	τὸν	40001013009	40001013009	40001013009	τὸν	04000101300018
40001013010	Ἐλιακείμ,	40001013010	40001013010	40001013010	Ἐλιακίμ,	04000101300020
40001013011	Ἐλιακεὶμ	40001013011	40001013011	40001013011	Ἐλιακὶμ	04000101300022
40001013012	δὲ	40001013012	40001013012	40001013012	δὲ	04000101300024
40001013013	ἐγέννησεν	40001013013	40001013013	40001013013	ἐγέννησεν	04000101300026
40001013014	τὸν	40001013014	40001013014	40001013014	τὸν	04000101300028
40001013015	Ἀζώρ,	40001013015	40001013015	40001013015	Ἀζώρ,	04000101300030
40001014001	Ἀζὼρ	40001014001	40001014001	40001014001	Ἀζὼρ	04000101400002
40001014002	δὲ	40001014002	40001014002	40001014002	δὲ	04000101400004
40001014003	ἐγέννησεν	40001014003	40001014003	40001014003	ἐγέννησεν	04000101400006
40001014004	τὸν	40001014004	40001014004	40001014004	τὸν	04000101400008
40001014005	Σαδώκ,	40001014005	40001014005	40001014005	Σαδώκ,	04000101400010
40001014006	Σαδὼκ	40001014006	40001014006	40001014006	Σαδὼκ	04000101400012
40001014007	δὲ	40001014007	40001014007	40001014007	δὲ	04000101400014
40001014008	ἐγέννησεν	40001014008	40001014008	40001014008	ἐγέννησεν	04000101400016
40001014009	τὸν	40001014009	40001014009	40001014009	τὸν	04000101400018
40001014010	Ἀχείμ,	40001014010	40001014010	40001014010	Ἀχίμ,	04000101400020
40001014011	Ἀχεὶμ	40001014011	40001014011	40001014011	Ἀχὶμ	04000101400022
40001014012	δὲ	40001014012	40001014012	40001014012	δὲ	04000101400024
40001014013	ἐγέννησεν	40001014013	40001014013	40001014013	ἐγέννησεν	04000101400026
40001014014	τὸν	40001014014	40001014014	40001014014	τὸν	04000101400028
40001014015	Ἐλιούδ,	40001014015	40001014015	40001014015	Ἐλιούδ,	04000101400030
40001015001	Ἐλιοὺδ	40001015001	40001015001	40001015001	Ἐλιοὺδ	04000101500002
40001015002	δὲ	40001015002	40001015002	40001015002	δὲ	04000101500004
40001015003	ἐγέννησεν	40001015003	40001015003	40001015003	ἐγέννησεν	04000101500006
40001015004	τὸν	40001015004	40001015004	40001015004	τὸν	04000101500008
40001015005	Ἐλεάζαρ,	40001015005	40001015005	40001015005	Ἐλεάζαρ,	04000101500010
40001015006	Ἐλεάζαρ	40001015006	40001015006	40001015006	Ἐλεάζαρ	04000101500012
40001015007	δὲ	40001015007	40001015007	40001015007	δὲ	04000101500014
40001015008	ἐγέννησεν	40001015008	40001015008	40001015008	ἐγέννησεν	04000101500016
40001015009	τὸν	40001015009	40001015009	40001015009	τὸν	04000101500018
40001015010	Μαθθάν,	40001015010	40001015010	40001015010	Ματθάν,	04000101500020
40001015011	Μαθθὰν	40001015011	40001015011	40001015011	Ματθὰν	04000101500022
40001015012	δὲ	40001015012	40001015012	40001015012	δὲ	04000101500024
40001015013	ἐγέννησεν	40001015013	40001015013	40001015013	ἐγέννησεν	04000101500026
40001015014	τὸν	40001015014	40001015014	40001015014	τὸν	04000101500028
40001015015	Ἰακώβ,	40001015015	40001015015	40001015015	Ἰακώβ,	04000101500030
40001016001	Ἰακὼβ	40001016001	40001016001	40001016001	Ἰακὼβ	04000101600002
40001016002	δὲ	40001016002	40001016002	40001016002	δὲ	04000101600004
40001016003	ἐγέννησεν	40001016003	40001016003	40001016003	ἐγέννησεν	04000101600006
40001016004	τὸν	40001016004	40001016004	40001016004	τὸν	04000101600008
40001016005	Ἰωσὴφ	40001016005	40001016005	40001016005	Ἰωσὴφ	04000101600010
40001016006	τὸν	40001016006	40001016006	40001016006	τὸν	04000101600012
40001016007	ἄνδρα	40001016007	40001016007	40001016007	ἄνδρα	04000101600014
40001016008	Μαρίας,	40001016008	40001016008	40001016008	Μαρίας,	04000101600016
40001016009	ἐξ	40001016009	40001016009	40001016009	ἐξ	04000101600018
40001016010	ἧς	40001016010	40001016010	40001016010	ἧς	04000101600020
40001016011	ἐγεννήθη	40001016011	40001016011	40001016011	ἐγεννήθη	04000101600022
40001016012	Ἰησοῦς	40001016012	40001016012	40001016012	Ἰησοῦς	04000101600024
40001016013	ὁ	40001016013	40001016013	40001016013	ὁ	04000101600026
40001016014	λεγόμενος	40001016014	40001016014	40001016014	λεγόμενος	04000101600028
40001016015	Χριστός.	40001016015	40001016015	40001016015	χριστός.	04000101600030
40001017001	Πᾶσαι	40001017001	40001017001	40001017001	Πᾶσαι	04000101700002
40001017002	οὖν	40001017002	40001017002	40001017002	οὖν	04000101700004
40001017003	αἱ	40001017003	40001017003	40001017003	αἱ	04000101700006
40001017004	γενεαὶ	40001017004	40001017004	40001017004	γενεαὶ	04000101700008
40001017005	ἀπὸ	40001017005	40001017005	40001017005	ἀπὸ	04000101700010
40001017006	Ἀβραὰμ	40001017006	40001017006	40001017006	Ἀβραὰμ	04000101700012
40001017007	ἕως	40001017007	40001017007	40001017007	ἕως	04000101700014
40001017008	Δαυεὶδ	40001017008	40001017008	40001017008	Δαυὶδ	04000101700016
40001017009	γενεαὶ	40001017009	40001017009	40001017009	γενεαὶ	04000101700018
40001017010	δεκατέσσαρες,	40001017010	40001017010	40001017010	δεκατέσσαρες,	04000101700020
40001017011	καὶ	40001017011	40001017011	40001017011	καὶ	04000101700022
40001017012	ἀπὸ	40001017012	40001017012	40001017012	ἀπὸ	04000101700024
40001017013	Δαυεὶδ	40001017013	40001017013	40001017013	Δαυὶδ	04000101700026
40001017014	ἕως	40001017014	40001017014	40001017014	ἕως	04000101700028
40001017015	τῆς	40001017015	40001017015	40001017015	τῆς	04000101700030
40001017016	μετοικεσίας	40001017016	40001017016	40001017016	μετοικεσίας	04000101700032
40001017017	Βαβυλῶνος	40001017017	40001017017	40001017017	Βαβυλῶνος	04000101700034
40001017018	γενεαὶ	40001017018	40001017018	40001017018	γενεαὶ	04000101700036
40001017019	δεκατέσσαρες,	40001017019	40001017019	40001017019	δεκατέσσαρες,	04000101700038
40001017020	καὶ	40001017020	40001017020	40001017020	καὶ	04000101700040
40001017021	ἀπὸ	40001017021	40001017021	40001017021	ἀπὸ	04000101700042
40001017022	τῆς	40001017022	40001017022	40001017022	τῆς	04000101700044
40001017023	μετοικεσίας	40001017023	40001017023	40001017023	μετοικεσίας	04000101700046
40001017024	Βαβυλῶνος	40001017024	40001017024	40001017024	Βαβυλῶνος	04000101700048
40001017025	ἕως	40001017025	40001017025	40001017025	ἕως	04000101700050
40001017026	τοῦ	40001017026	40001017026	40001017026	τοῦ	04000101700052
40001017027	Χριστοῦ	40001017027	40001017027	40001017027	χριστοῦ	04000101700054
40001017028	γενεαὶ	40001017028	40001017028	40001017028	γενεαὶ	04000101700056
40001017029	δεκατέσσαρες.	40001017029	40001017029	40001017029	δεκατέσσαρες.	04000101700058
40001018001	Τοῦ	40001018001	40001018001	40001018001	Τοῦ	04000101800002
40001018002	δὲ	40001018002	40001018002	40001018002	δὲ	04000101800004
40001018003	Ἰησοῦ	40001018003	40001018003	40001018003	Ἰησοῦ	04000101800006
40001018004	Χριστοῦ	40001018004	40001018004	40001018004	χριστοῦ	04000101800008
40001018005	ἡ	40001018005	40001018005	40001018005	ἡ	04000101800010
40001018006	γένεσις	40001018006	40001018006	40001018006	γένεσις	04000101800012
40001018007	οὕτως	40001018007	40001018007	40001018007	οὕτως	04000101800014
40001018008	ἦν.	40001018008	40001018008	40001018008	ἦν.	04000101800016
40001018009	μνηστευθείσης	40001018009	40001018009	40001018009	μνηστευθείσης	04000101800018
40001018010	τῆς	40001018010	40001018010	40001018010	τῆς	04000101800020
40001018011	μητρὸς	40001018011	40001018011	40001018011	μητρὸς	04000101800022
40001018012	αὐτοῦ	40001018012	40001018012	40001018012	αὐτοῦ	04000101800024
40001018013	Μαρίας	40001018013	40001018013	40001018013	Μαρίας	04000101800026
40001018014	τῷ	40001018014	40001018014	40001018014	τῷ	04000101800028
40001018015	Ἰωσήφ,	40001018015	40001018015	40001018015	Ἰωσήφ,	04000101800030
40001018016	πρὶν	40001018016	40001018016	40001018016	πρὶν	04000101800032
40001018017	ἢ	40001018017	40001018017	40001018017	ἢ	04000101800034
40001018018	συνελθεῖν	40001018018	40001018018	40001018018	συνελθεῖν	04000101800036
40001018019	αὐτοὺς	40001018019	40001018019	40001018019	αὐτοὺς	04000101800038
40001018020	εὑρέθη	40001018020	40001018020	40001018020	εὑρέθη	04000101800040
40001018021	ἐν	40001018021	40001018021	40001018021	ἐν	04000101800042
40001018022	γαστρὶ	40001018022	40001018022	40001018022	γαστρὶ	04000101800044
40001018023	ἔχουσα	40001018023	40001018023	40001018023	ἔχουσα	04000101800046
40001018024	ἐκ	40001018024	40001018024	40001018024	ἐκ	04000101800048
40001018025	Πνεύματος	40001018025	40001018025	40001018025	πνεύματος	04000101800050
40001018026	Ἁγίου.	40001018026	40001018026	40001018026	ἁγίου.	04000101800052
40001019001	Ἰωσὴφ	40001019001	40001019001	40001019001	Ἰωσὴφ	04000101900002
40001019002	δὲ	40001019002	40001019002	40001019002	δὲ	04000101900004
40001019003	ὁ	40001019003	40001019003	40001019003	ὁ	04000101900006
40001019004	ἀνὴρ	40001019004	40001019004	40001019004	ἀνὴρ	04000101900008
40001019005	αὐτῆς,	40001019005	40001019005	40001019005	αὐτῆς,	04000101900010
40001019006	δίκαιος	40001019006	40001019006	40001019006	δίκαιος	04000101900012
40001019007	ὢν	40001019007	40001019007	40001019007	ὢν	04000101900014
40001019008	καὶ	40001019008	40001019008	40001019008	καὶ	04000101900016
40001019009	μὴ	40001019009	40001019009	40001019009	μὴ	04000101900018
40001019010	θέλων	40001019010	40001019010	40001019010	θέλων	04000101900020
40001019011	αὐτὴν	40001019011	40001019011	40001019011	αὐτὴν	04000101900022
40001019012	δειγματίσαι,	40001019012	40001019012	40001019012	δειγματίσαι,	04000101900024
40001019013	ἐβουλήθη	40001019013	40001019013	40001019013	ἐβουλήθη	04000101900026
40001019014	λάθρᾳ	40001019014	40001019014	40001019014	λάθρᾳ	04000101900028
40001019015	ἀπολῦσαι	40001019015	40001019015	40001019015	ἀπολῦσαι	04000101900030
40001019016	αὐτήν.	40001019016	40001019016	40001019016	αὐτήν.	04000101900032
40001020001	ταῦτα	40001020001	40001020001	40001020001	ταῦτα	04000102000002
40001020002	δὲ	40001020002	40001020002	40001020002	δὲ	04000102000004
40001020003	αὐτοῦ	40001020003	40001020003	40001020003	αὐτοῦ	04000102000006
40001020004	ἐνθυμηθέντος	40001020004	40001020004	40001020004	ἐνθυμηθέντος	04000102000008
40001020005	ἰδοὺ	40001020005	40001020005	40001020005	ἰδοὺ	04000102000010
40001020006	ἄγγελος	40001020006	40001020006	40001020006	ἄγγελος	04000102000012
40001020007	Κυρίου	40001020007	40001020007	40001020007	κυρίου	04000102000014
40001020008	κατ’	40001020008	40001020008	40001020008	κατ’	04000102000016
40001020009	ὄναρ	40001020009	40001020009	40001020009	ὄναρ	04000102000018
40001020010	ἐφάνη	40001020010	40001020010	40001020010	ἐφάνη	04000102000020
40001020011	αὐτῷ	40001020011	40001020011	40001020011	αὐτῷ	04000102000022
40001020012	λέγων	40001020012	40001020012	40001020012	λέγων·	04000102000024
40001020013	Ἰωσὴφ	40001020013	40001020013	40001020013	Ἰωσὴφ	04000102000026
40001020014	υἱὸς	40001020014	40001020014	40001020014	υἱὸς	04000102000028
40001020015	Δαυείδ,	40001020015	40001020015	40001020015	Δαυίδ,	04000102000030
40001020016	μὴ	40001020016	40001020016	40001020016	μὴ	04000102000032
