kind,number,file_number,title,date,date_precision,date_source,collection,duration,speakers,youtube_id,youtube_url,transcript_file,transcript_rows,toc_entries,description,notes
Video,37,44,"Friday Sermon: Original Sin, Only GOD Guides, Majority of Believers Are Going to Hell (03/03/1989)",1989-03-03,day,title,-,20:38,Dr. Rashad Khalifa,TjVsEBcoQro,https://www.youtube.com/watch?v=TjVsEBcoQro,"44 - Friday Sermon Original Sin, Only GOD Guides, Majority of Believers Are Going to Hell (03-03-1989).csv",233,19,"Dr. Rashad Khalifa returns to the account of a crime committed billions of years ago in which creatures failed to uphold God's absolute authority, and to the angels' suggestion in Sura 38 that all such creatures be sent to Hell. Drawing on Sura 12:103 and 12:106, he argues that this explains why most people will not believe and why most who do believe will still idolize something, so that the whole universe exists for the redemption of a small minority, a fortune he compares to matching every number on a lottery ticket with a million numbers. The core of the sermon is his reading of Sura 21:51 on Abraham given his guidance because God already knew him, Sura 12 on Joseph diverted from sin, and Sura 28:68-69 on God creating and choosing, which he takes to mean that each person arrives already marked for the High Heaven, the lower Heaven or Hell, and that this explains the circumstances which brought each listener to the mosque. The second sermon notes that only a few years earlier they too were praying wrongly, restates that people who name God as creator can still be destined for Hell because they do not know God, and criticizes those who invoke God's will as an excuse for idolatry or for prohibiting what God did not prohibit.",-
Video,38,45,"Friday Sermon: Purpose of Messengers, The Advent of the Pure Quran (03/17/1989)",1989-03-17,day,title,-,30:39,Dr. Rashad Khalifa,ykEO0HzdgvM,https://www.youtube.com/watch?v=ykEO0HzdgvM,"45 - Friday Sermon Purpose of Messengers, The Advent of the Pure Quran (03-17-1989).csv",211,27,"Marking one year since his announcement, Dr. Rashad Khalifa devotes the sermon to the question posed by the May 1989 Muslim Perspective: why God would send a messenger now. He grounds the answer in Sura 2:151 and the three modes of divine communication described in Sura 43, then sets out his reasons, beginning with the projection that some 70 billion people are still to come against 6 billion who have lived so far, and the claim that the pure Quran God intends has never existed, since Uthman's committee arranged the chapters from the prophet's chronological copy and two verses were added at the end. The bulk of the sermon catalogues practices he says Muslims perform wrongly, the Azan, the nine steps of ablution, names added to the salat, zakat delayed a year rather than paid on receipt, the timing of Ramadan, a hajj compressed into a single day, and visits to the prophet's tomb, alongside a critique of laws prescribing execution and of contemporary events including the Pan Am bombing and Khomeini's suppression of free expression. The second sermon promises a gentler second year, reads Sura 43:21, Sura 23:44 and Sura 40 on messengers rejected in succession and on belief that arrives too late, and closes with the nineteen-word chapter of victory and his sense that this message has reached more people in a messenger's lifetime than any before it. Related recording: the segment arguing that zakat is due on receipt rather than annually also appears in ""16 - Essentials of Submission (Islam)"" in this collection.",Passage at 00:14:00-00:21:18 is quoted in 16.
Video,39,46,Friday Sermon: Why Announce Messengership? (08/11/1989),1989-08-11,day,title,-,27:15,Dr. Rashad Khalifa,SjLp8919uQo,https://www.youtube.com/watch?v=SjLp8919uQo,46 - Friday Sermon Why Announce Messengership (08-11-1989).csv,320,25,"Dr. Rashad Khalifa addresses a question he says friends keep putting to him: why announce messengership at all rather than simply worship God alone. His answer is that worshipping God alone entails believing everything God says, including the statements he reads in Sura 2:285, Sura 33:40 and Sura 3:81 that Muhammad was the last prophet but not the last messenger and that a consolidating messenger would follow, so that Sura 49:15-16 makes real belief depend on believing in God and His messenger without doubt. He grants that doubt is permissible for a submitter but must be overcome, warns from Sura 57:14 of hypocrites who will one day ask believers ""were we not with you,"" and identifies the ego of Sura 45:23 as the reason some drop out, noting that the root rashada occurs nineteen times in a Quran index printed the year before his birth, a finding he credits to Edip. The second half offers three questions to put to one's jinn companion when doubts arise: what the claimant advocates, whether he possesses real physical proof, and whether he makes money from the message, and he states that he arranges matters so that more goes out of his pocket on printing than comes in from sales.",-
Video,40,47,"Friday Sermon: Proving Every Verse, Word, Letter, with Irrefutable Evidence (11/09/1989)",1989-11-09,day,title,-,27:11,Dr. Rashad Khalifa; Edip; A woman; Abdullah,z-T6559DUFc,https://www.youtube.com/watch?v=z-T6559DUFc,"47 - Friday Sermon Proving Every Verse, Word, Letter, with Irrefutable Evidence (11-09-1989).csv",215,20,"Dr. Rashad Khalifa presents what he describes as two new mathematical findings received after a conference, both concerning the numbering rather than the wording of the Quran. The first extends a display already on the mosque wall, in which the chapter and verse numbers of the whole Quran are written as one long number, by inserting a zero for every unnumbered Bismillah at the head of a chapter, with none inserted for Sura 9, which has none, yielding a number of 13,038 digits that remains divisible by 19; he credits the suggestion to Ali Fazeli and the computation to Abdullah. He distinguishes these structural findings from the literary side of the code, the counts of the Quranic initials and of words such as Allah and Quran, and argues from Sura 17:81 that what cannot be imitated is this composition rather than the prose. The second finding gives each verse both its number within its chapter and its sequential number in the whole Quran, 6346 in total, and strings all of these together with the chapter numbers into a number of 37,088 digits, with both the digit count and the number itself multiples of 19, a result he says collapses entirely if the two verses he regards as false at the end of Sura 9 are included.",-
Video,41,48,"Friday Sermon: The Heavenly Feud, The Importance of Killing the Ego (11/29/1989)",1989-11-29,day,title,-,27:40,Dr. Rashad Khalifa; Edip,wGjIUItMBs4,https://www.youtube.com/watch?v=wGjIUItMBs4,"48 - Friday Sermon The Heavenly Feud, The Importance of Killing the Ego (11-29-1989).csv",305,24,"Dr. Rashad Khalifa opens with a finding he credits to Edip concerning Sura 1: that writing the chapter number followed by its verse numbers, and again followed by the letter counts of each verse, yields multiples of 19, as does the sequence of units in the five daily prayers, which he takes as confirmation that only Al-Fatehah is recited in the contact prayer. The main sermon has two themes, how bad human beings are and how fortunate his congregation is, developed through an account of the heavenly feud in Sura 38:69 in which Satan's ego led a minority of creatures to withhold assent to God's absolute authority, after which most of that minority accepted a second offer and came as animals, stars and trees, which he reads as the sense of Sura 22:18 and Sura 55:6 on their prostration. Humans and jinns, he argues, refused that offer out of ego, unwilling to arrive as a horse that submits to any rider, which is why Sura 2:54 commands killing the ego and why he believes ego alone explains those who rejected his announcement without producing a single reason against it. The sermon closes with the World Conference on the Finality of Prophethood convened in Chicago, a flyer he notes contains neither God's name nor the Quran, the nineteen questions he intends to have put to its organizers, and the text of the letter he sent them inviting them to examine his evidence. Related recording: the Sura 1 and prayer-unit finding presented here is reviewed and extended in ""50 - Friday Sermon Miracle of Miracles - Al-Fatiha, Proving the Five Salat (12-08-1989)"" in this collection.",-
Video,42,49,"Friday Sermon: Proving Salat al-Jummah, The Righteous Go Straight to Heaven (11/26/1989)",1989-11-26,day,title,-,28:01,Dr. Rashad Khalifa,jKQBiifiywo,https://www.youtube.com/watch?v=jKQBiifiywo,"49 - Friday Sermon Proving Salat al-Jummah, The Righteous Go Straight to Heaven (11-26-1989).csv",190,22,"After noting evidence presented the previous week that the Friday prayer and its two sermons form part of the mathematical code, Dr. Rashad Khalifa contrasts the submitter, who accepts new knowledge from God, with those who follow only what their parents taught, then reads Malachi 3, Luke 17:22-36, Matthew 24:27 and Sura 3:81 as announcements of the Messenger of the Covenant. Prompted by birthday wishes, he observes that November 19 is the only date in the year whose day-number, 323, is itself a multiple of 19, and reports a finding by Azhar Khan that the numerical values of the Arabic letters up to 1000 sum to a multiple of 19, which he offers as validating the claim that 19 is the value of the word for one. The second sermon presents what he calls great news, that the righteous go straight to Heaven at the moment of death, building the case from verses describing angels seizing the souls of disbelievers against verses describing the righteous being invited. He draws on Sura 2:25, 2:154, 3:169 and 22:58 on the dead being alive and provided for, on Sura 44:56 concerning tasting no death beyond the first, and on the man of Sura 36:20-27 who is told to enter Paradise and wishes his people on Earth could know.",-
Video,43,50,"Friday Sermon: Miracle of Miracles - Al-Fatiha, Proving the Five Salat (12/08/1989)",1989-12-08,day,title,-,32:12,Dr. Rashad Khalifa; Edip,giPezcvmffA,https://www.youtube.com/watch?v=giPezcvmffA,"50 - Friday Sermon Miracle of Miracles - Al-Fatiha, Proving the Five Salat (12-08-1989).csv",238,24,"Dr. Rashad Khalifa devotes the first sermon to numerical findings contributed by three people. He reviews what he calls the miracle of miracles, in which the units of the five daily prayers written alongside representations of Sura 1, including its verse count, letter counts and numerical values, produce multiples of 19 even when the order is reversed; presents Saeed Talari's tally of the Fatehahs, bowings, prostrations and tashahuds in each prayer; and adds Edip Yuksel's observation that the lips meet exactly nineteen times when Al-Fatehah is recited, together with Soad's finding that the letter-position values of Noah, Abraham and Muhammad match the verse counts of the chapters bearing their names. In the second sermon he speaks about his mother's death, which he learned of days after preaching that the righteous do not die but go straight to Heaven, and reads the sequence of events as an assurance of the kind promised in Sura 41:30. He describes a mocking telephone call that preceded the news, the circumstances of her death while waiting for a cup of tea, the funeral prayer in Egypt led unexpectedly by a believer who opened the Quran to the example of Pharaoh's wife, and contrasts his grief at his father's death, which he believes came in disbelief, with his present happiness. Related recording: the Sura 1 and prayer-unit finding reviewed at the start was first presented in ""48 - Friday Sermon The Heavenly Feud, The Importance of Killing the Ego (11-29-1989)"" in this collection.","Speaker labels corrected: 107 rows from 00:18:49.718 to the end were relabelled from Edip to Dr. Rashad Khalifa, verified by ear."
Video,44,51,Friday Sermon: United Submitters International Conference (1989),1989,year,title,-,22:08,Dr. Rashad Khalifa; A man,P-G9Y2ayqkM,https://www.youtube.com/watch?v=P-G9Y2ayqkM,51 - Friday Sermon United Submitters International Conference (1989).csv,226,21,"Delivered at the opening of a United Submitters International conference, this unprepared sermon doubles as Dr. Rashad Khalifa's welcome to the attendees, whom he calls the most important people on Earth and the elite of the elite described in Sura 56. He reads Sura 3:26 on God as possessor of all kingship and Sura 53 on God alone making a person rich or poor, happy or miserable, and argues that any intelligent creature would therefore attach itself to God alone. He warns that those present are the primary target of Satan, cites Sura 29:2 on believers being tested, and describes people who recently failed such tests, before addressing the accusation that his followers follow him rather than God, insisting that his own opinions carry no authority. The second sermon argues that since idolatry is the only offense unforgivable at death, any suspicion of it should be avoided, and that the shahada God states in Sura 3:18 and Sura 47:19 carries no name besides God's; he closes by telling conference attendees to measure every view they hear during the week against the Quran alone, since even a small doubt keeps a person at the lowest rank of submission.",-
Video,45,11,United Submitters International Conference: Final Speech by Dr. Rashad Khalifa (1989),1989,year,title,-,56:41,Dr. Rashad Khalifa; Edip; Christie; A man; Christina; A woman; Raymond; Sophie; People; Susan; Ismail; Cecilia,oLFyMIlEPRM,https://www.youtube.com/watch?v=oLFyMIlEPRM,11 - United Submitters International Conference Final Speech by Dr. Rashad Khalifa (1989).csv,561,55,"Dr. Rashad Khalifa's closing address to the 1989 United Submitters International conference, delivered without notes and turning partway through into a series of direct confrontations. He frames this world as a remedial school and congratulates the audience for passing what he calls the hardest test, accepting that a human being like themselves is a messenger of God, a test he says took him eight years. Answering the persistent curiosity of Edip Yuksel and Feroz Karmally, he describes how revelation reaches him: not as a visible Gabriel, as with Mary in the Quran, but as his mind being taken over by a single piece of information, which he first dismissed as satanic, and he corrects an earlier impression by saying he was never ordered to announce, only told. He recounts the near-disclosure at the previous San Francisco conference, Ismail Barakat's determination to ask him point-blank and his own prayer that no one would, followed by the anticlimax of friends replying that they had known all along. The address then names individuals, challenging Christie of Vancouver over what she said privately, Sophie and Raymond over hosting people he regards as opponents, and Susan Ray over telling others that his translation contains mistakes, invoking Sura 58 on not befriending those who oppose God and His messenger, rejecting ""do not judge"" as a satanic principle, and closing with Sura 49 on believers who harbor no doubt and Sura 57:13-14 on hypocrites who ask ""were we not with you.""","Speaker labels reviewed and assessed correct. The unprefixed runs are continuations of long floor turns, not the sticky-label defect."
Video,46,12,City Council Al-Fatiha Recitation by Dr. Rashad Khalifa,-,-,-,-,1:12,City Council Member; Clerk; Mr. Davis; Dr. Rashad Khalifa,OSLo75uochY,https://www.youtube.com/watch?v=OSLo75uochY,12 - City Council Al-Fatiha Recitation by Dr. Rashad Khalifa.csv,16,4,"A short clip from a Tucson city council meeting at which Dr. Rashad Khalifa, introduced as imam of the Islamic mosque of Tucson, delivers the evening's invocation. After the roll call and the clerk's announcement, he recites Sura 1, Al-Fatehah, in English translation, rendering it as praise to God, Lord of the universe, Master of the Day of Recompense, and a request to be guided in the right path. The recording runs just over a minute and closes with ""Amen.""",-
Video,47,13,Excerpts From a Radio Debate With Dr. Rashad Khalifa,-,-,-,-,4:20,Radio Host; Dr. Rashad Khalifa; Prof. Jeff Clark,8RMX5y_ekEU,https://www.youtube.com/watch?v=8RMX5y_ekEU,13 - Excerpts From a Radio Debate With Dr. Rashad Khalifa.csv,39,8,"Excerpts from a radio debate between Dr. Rashad Khalifa, a biochemist arguing for creation, and Professor Jeff Clark, an anthropologist at Arizona State University who holds that creationism is not a science and does not belong in science classrooms. Khalifa accepts the premise that science is how truth is established and argues that mathematics is the most rigorous of the sciences, then claims to possess a mathematically coded message from the Creator, comparing it to the fictional signal in Carl Sagan's Contact and offering to show the evidence as soon as the program ends. Clark treats Genesis as an origin myth no greater or lesser than any other, presses Khalifa on his relation to Henry Morris and the Institute for Creation Research, and states that gods have no existence apart from the societies that create them. A caller asks whether some vast thinking entity in the cosmos might account for creation without resembling the conventional picture of God.","Published separately from 08, which previously contained this segment before it was trimmed."
Video,48,14,World News Bulletin,1986-05-15,day,description,-,11:30,Dr. Rashad Khalifa,olqh4qUiLMU,https://www.youtube.com/watch?v=olqh4qUiLMU,14 - World News Bulletin.csv,60,14,"Recorded on May 15, 1986, this bulletin presents what Dr. Rashad Khalifa calls the most important news in the history of the world, delivered with what he describes as a built-in proof of authenticity that any listener may examine. He announces that 1986 is the last year of the world as then known, that a new worldwide era will begin between September 6, 1986 and August 25, 1987 and last 303 lunar years, and that the world will end in 2280, treating the time until then as the close of a demonstration of Satan's claim to be a god besides God. He states three minimum requirements for membership in the coming kingdom of God: belief in the one true God without idolizing any creature, belief in the Hereafter, and a righteous life. The remainder is addressed by name to religious leaders, inviting Billy Graham, Pat Robertson, Jerry Falwell, Robert Schuller, Oral Roberts and Jimmy Swaggart to stop calling Jesus God, Pope John Paul II to lead his followers away from idolizing Jesus, Mary and the saints, Rabbi Kushner to retract what Khalifa reads as a denial of God's omnipotence, and the leaders of the Islamic world to abandon man-made fabrications, closing with the insistence that the judgment expressed is God's and not his own.","Published separately from 03, which previously contained this segment before it was trimmed."
Video,49,15,The Creators Signature,-,-,-,-,26:27,Bill Buck; Dr. Rashad Khalifa,utI1q7zHKD0,https://www.youtube.com/watch?v=utI1q7zHKD0,15 - The Creators Signature.csv,222,34,"A documentary-style program narrated by Bill Buck, with contributions from Dr. Rashad Khalifa, presenting the Quran's mathematical code as what it calls the ultimate miracle. The first half argues that modern people cannot be convinced by the localized miracles of earlier ages and need something perpetual, physical and verifiable, then surveys passages the program reads as anticipating modern science: embryology confirmed by Dr. Moore of the University of Toronto, the three veils of darkness, the Big Bang, the preserved body of Pharaoh, the moon as a reflector rather than a source of light, an egg-shaped Earth, the atmosphere as a protective ceiling, water as a requisite of every living thing, honey from the bee's belly, milk formed between urine and blood, plants created in pairs, moving mountains, mountains as stakes, and fingerprints, citing Maurice Bucaille's assessment that a fourteen-hundred-year-old text could not contain such ideas. The second half explains the code itself, using ""Jack and Jill went up the hill"" to show how hard it is to alter a sentence's letter counts while keeping its meaning, then reports the counts of the Quranic initials, the nineteen letters and four words of the opening statement with their totals of 19, 2698, 57 and 114, and the 6346 verses across 114 chapters. It closes with 19 as a signature the program finds in the 209 bones of the body and the 266 days of gestation, explains that 19 is the numerical value of the Arabic word for one, and argues that the code authenticates the earlier miracles of Moses and Jesus.",-
Video,50,19,Arabic Language Lessons By Dr. Rashad Khalifa,-,-,-,-,2:00:51,Dr. Rashad Khalifa,2Z7j7dqe6gQ,https://www.youtube.com/watch?v=2Z7j7dqe6gQ,19 - Arabic Language Lessons By Dr. Rashad Khalifa.csv,787,28,"Dr. Rashad Khalifa teaches a beginner's course in reading and writing Arabic, starting from the assumption that the viewer knows nothing of the language. He works through the full alphabet letter by letter, stressing the role of the dots and the pronunciation of sounds with no English equivalent such as Ha, Kh, Daad, 'Ain and Ghain, then covers the vowel signs Fat-ha, Kasrah, Dammah, Sukoon and Shaddah along with the long vowels formed by Alef, Ya and Wow. He shows how each letter changes shape at the beginning, middle and end of a word, identifies the six letters that cannot connect on the left, and demonstrates the rule by which the article Al falls silent between joined words. The tape closes with a grammar section built on root words including kataba, qara'a, akala and hamada, and a verse-by-verse reading of Sura Al-Fatehah directly from a printed Quran.",-
Video,51,-,Debate: Dr Rashad Khalifa Ph D vs Sunni Scholars (1987),1987,year,title,-,44:46,-,iRB21i_238Q,https://www.youtube.com/watch?v=iRB21i_238Q,Debate Dr Rashad Khalifa Ph D vs Sunni Scholars (1987).csv,1193,27,"A 1987 debate in Arabic, presented here in English translation, between Dr. Rashad Khalifa and a group of Sunni scholars. Both sides agree at the outset that every messenger called to the worship of God alone, but divide over the means: the scholars hold that the Quran states some matters in general terms and that the messenger's Sunna supplies the detail, citing Sura 16:44 on proclaiming to the people, Sura 59:7 and Sura 4:80 on obeying the messenger, and hadiths about being given ""the Quran and something like it alongside it."" Khalifa answers from Sura 6:114 and Sura 7:52 that the Quran is fully detailed, that Sura 5:99 limits the messenger's role to delivery, and that the number of prayer units and the rites of hajj and zakat reached Muhammad already established through the religion of Abraham, offering an analogy about a product already on the market and attributing his own knowledge of them to mass transmission and to the universal agreement of Muslims. The exchange, pressed hard from both sides and briefly interrupted by a dispute over a camera at the window, moves to the shahada, with Khalifa arguing from Sura 3:18, Sura 2:285 and Sura 72:18 that adding Muhammad's name beside God's in the testimony and the call to prayer is an innovation and a distinction among messengers, while the scholars insist the testimony is Quranic and press him on whether he denies that Muhammad is the messenger of God.","An Arabic-captioned transcript of the same recording also exists (Debate ... (1987) - Arabic.csv). It shares this YouTube id, so it is not a separate catalog entry."
Messenger Audio,53,-,"MA 53 — Quran Study (Dr. Rashad Khalifa, 10/22/1982) [Original]",1982-10-22,day,title,-,-,Dr. Rashad Khalifa,6-yFshRBpcQ,https://www.youtube.com/watch?v=6-yFshRBpcQ,MA53.en-US.vtt,-,-,-,Legacy 2: 2
Messenger Audio,54,-,"MA 54 — Quran Study (Dr. Rashad Khalifa, 10/22/1982)",1982-10-22,day,title,-,-,Dr. Rashad Khalifa,x-FTCj3EPPI,https://www.youtube.com/watch?v=x-FTCj3EPPI,MA54.en-US.vtt,-,-,-,"Legacy 3.1, 3.2: 3.1, 3.2"
Messenger Audio,55,-,"MA 55 — Zikr (Dr. Rashad Khalifa, 10/23/1982)",1982-10-23,day,title,-,-,Dr. Rashad Khalifa,GqnPazpDQ-Y,https://www.youtube.com/watch?v=GqnPazpDQ-Y,MA55.en-US.vtt,-,-,-,Legacy 4: 4
Messenger Audio,56,-,"MA 56 — Friday Sermon (Dr. Rashad Khalifa, 10/29/1982)",1982-10-29,day,title,-,-,Dr. Rashad Khalifa,RJlRdRd-ZfY,https://www.youtube.com/watch?v=RJlRdRd-ZfY,MA56.en-US.vtt,-,-,-,"Legacy 5.1, 5.2: 5.1, 5.2"
Messenger Audio,57,-,"MA 57 — Quran Study (Dr. Rashad Khalifa, 11/05/1982)",1982-11-05,day,title,-,-,Dr. Rashad Khalifa,vFWMZvAfqkw,https://www.youtube.com/watch?v=vFWMZvAfqkw,MA57.en-US.vtt,-,-,-,Legacy 7: 7
Messenger Audio,58,-,"MA 58 — Friday Sermon (Dr. Rashad Khalifa, 11/12/1982)",1982-11-12,day,title,-,-,Dr. Rashad Khalifa,rjuCvRFSHLo,https://www.youtube.com/watch?v=rjuCvRFSHLo,MA58.en-US.vtt,-,-,-,"Legacy 10.1, 10.2, 11: 10.1, 10.2, 11"
Messenger Audio,59,-,"MA 59 — Friday Sermon (Dean Mahmoud, 11/19/1982)",1982-11-19,day,title,-,-,Dean Mahmoud,A1dhuhdFtvA,https://www.youtube.com/watch?v=A1dhuhdFtvA,MA59.en-US.vtt,-,-,-,Legacy 12: 12
Messenger Audio,60,-,"MA 60 — Friday Sermon (Dr. Rashad Khalifa, 11/19/1982)",1982-11-19,day,title,-,-,Dr. Rashad Khalifa,VF4oOE0raI0,https://www.youtube.com/watch?v=VF4oOE0raI0,MA60.en-US.vtt,-,-,-,Legacy 13: 13
Messenger Audio,61,-,"MA 61 — Friday Sermon (Dr. Rashad Khalifa, 1982)",1982,year,title,-,-,Dr. Rashad Khalifa,NZVf3Y97icc,https://www.youtube.com/watch?v=NZVf3Y97icc,MA61.en-US.vtt,-,-,-,"Legacy 14.1, 14.2: 14.1, 14.2"
Messenger Audio,62,-,"MA 62 — Friday Sermon (Dr. Rashad Khalifa, 11/26/1982)",1982-11-26,day,title,-,-,Dr. Rashad Khalifa,VngUt0JThE0,https://www.youtube.com/watch?v=VngUt0JThE0,MA62.en-US.vtt,-,-,-,"Legacy 15.1, 15.2: 15.1, 15.2"
Messenger Audio,63,-,"MA 63 — Friday Sermon (Dr. Rashad Khalifa, 12/03/1982)",1982-12-03,day,title,-,-,Dr. Rashad Khalifa,vx8Ct06xnjU,https://www.youtube.com/watch?v=vx8Ct06xnjU,MA63.en-US.vtt,-,-,-,"Legacy 17.1, 17.2: 17.1, 17.2"
Messenger Audio,64,-,"MA 64 — Friday Sermon (Dr. Rashad Khalifa, 11/26/1982)",1982-11-26,day,title,-,-,Dr. Rashad Khalifa,vcUtTX5rQPs,https://www.youtube.com/watch?v=vcUtTX5rQPs,MA64.en-US.vtt,-,-,-,"Legacy 18.1, 18.2: 18.1, 18.2"
Messenger Audio,65,-,"MA 65 — Friday Sermons (Dr. Rashad Khalifa, 12/03/1982 & 12/10/1982)",1982-12-03,day,title,-,-,Dr. Rashad Khalifa,AxFWjNWKFno,https://www.youtube.com/watch?v=AxFWjNWKFno,MA65.en-US.vtt,-,-,-,"Legacy 19.1, 19.2: 19.1, 19.2"
Messenger Audio,66,-,"MA 66 — Friday Sermon (Dr. Rashad Khalifa, 12/10/1982)",1982-12-10,day,title,-,-,Dr. Rashad Khalifa,VD4-XQbvnSs,https://www.youtube.com/watch?v=VD4-XQbvnSs,MA66.en-US.vtt,-,-,-,"Legacy 20.1, 20.2: 20.1, 20.2"
Messenger Audio,67,-,"MA 67 — Friday Sermon (Dr. Rashad Khalifa, 12/10/1982)",1982-12-10,day,title,-,-,Dr. Rashad Khalifa,7wP_-BUP1Lg,https://www.youtube.com/watch?v=7wP_-BUP1Lg,MA67.en-US.vtt,-,-,-,Legacy 21: 21
Messenger Audio,68,-,"MA 68  —  Friday Sermon (Dr. Rashad Khalifa, 12/17/1982)",1982-12-17,day,title,-,-,Dr. Rashad Khalifa,SOWtLVZvm3Y,https://www.youtube.com/watch?v=SOWtLVZvm3Y,MA68.en-US.vtt,-,-,-,Legacy 22.1: 22.1
Messenger Audio,69,-,"MA 69  —  Friday Sermon (Dr. Rashad Khalifa, 12/17/1982)",1982-12-17,day,title,-,-,Dr. Rashad Khalifa,ZoJv66rG2Q0,https://www.youtube.com/watch?v=ZoJv66rG2Q0,MA69.en-US.vtt,-,-,-,Legacy 22.2: 22.2
Messenger Audio,70,-,"MA 70 — Friday Sermon (Dr. Rashad Khalifa, 12/17/1982)",1982-12-17,day,title,-,59:39,Dr. Rashad Khalifa,aWeLCiqRb00,https://www.youtube.com/watch?v=aWeLCiqRb00,MA70.en-US.vtt,-,-,-,Legacy 23: 23
Messenger Audio,71,-,"MA 71  — Friday Sermon (Dr. Rashad Khalifa, 12/24/1982)",1982-12-24,day,title,-,47:43,Dr. Rashad Khalifa,0dTCigrZI1o,https://www.youtube.com/watch?v=0dTCigrZI1o,MA71.en-US.vtt,-,-,-,Legacy 24.1: 24.1
Messenger Audio,72,-,"MA 72  - Friday Sermon (Dr. Rashad Khalifa, 12/24/1982)",1982-12-24,day,title,-,1:05:35,Dr. Rashad Khalifa,YJszik7_SRI,https://www.youtube.com/watch?v=YJszik7_SRI,MA72.en-US.vtt,-,-,-,Legacy 24.2: 24.2
Messenger Audio,73,-,MA 73  —  Messenger Audio,-,-,-,-,-,Dr. Rashad Khalifa,UfJHYxpAAmI,https://www.youtube.com/watch?v=UfJHYxpAAmI,MA73.en-US.vtt,-,-,-,Legacy 25: 25
Messenger Audio,74,-,MA 74  —  Messenger Audio,-,-,-,-,-,Dr. Rashad Khalifa,EX6V7Lt_g8Q,https://www.youtube.com/watch?v=EX6V7Lt_g8Q,MA74.en-US.vtt,-,-,-,Legacy 26: 26
Messenger Audio,75,-,MA 75  —  Messenger Audio,-,-,-,-,-,Dr. Rashad Khalifa,MP-uWuVXPdc,https://www.youtube.com/watch?v=MP-uWuVXPdc,MA75.en-US.vtt,-,-,-,Legacy 27: 27
Messenger Audio,76,-,MA 76  —  Messenger Audio,-,-,-,-,-,Dr. Rashad Khalifa,syTPdPwv9Kk,https://www.youtube.com/watch?v=syTPdPwv9Kk,MA76.en-US.vtt,-,-,-,Legacy 28.1: 28.1
Messenger Audio,77,-,MA 77  —  Messenger Audio,-,-,-,-,-,Dr. Rashad Khalifa,xnwqbpvVRGQ,https://www.youtube.com/watch?v=xnwqbpvVRGQ,MA77.en-US.vtt,-,-,-,Legacy 28.2: 28.2
Messenger Audio,78,-,MA 78  —  Messenger Audio,-,-,-,-,-,Dr. Rashad Khalifa,0eHjl3CR8S8,https://www.youtube.com/watch?v=0eHjl3CR8S8,MA78.en-US.vtt,-,-,-,Legacy 29: 29
Messenger Audio,79,-,MA 79  —  Messenger Audio,-,-,-,-,-,Dr. Rashad Khalifa,bepJYvW0XxQ,https://www.youtube.com/watch?v=bepJYvW0XxQ,MA79.en-US.vtt,-,-,-,Legacy 30.1: 30.1
Messenger Audio,80,-,MA 80  —  Messenger Audio,-,-,-,-,-,Dr. Rashad Khalifa,DXLSKJn3NPI,https://www.youtube.com/watch?v=DXLSKJn3NPI,MA80.en-US.vtt,-,-,-,Legacy 30.2: 30.2
Messenger Audio,81,-,MA 81  —  Messenger Audio,-,-,-,-,-,Dr. Rashad Khalifa,zkcxlhET2jI,https://www.youtube.com/watch?v=zkcxlhET2jI,MA81.en-US.vtt,-,-,-,Legacy 31.1: 31.1
Messenger Audio,82,-,MA 82  —  Messenger Audio,-,-,-,-,-,Dr. Rashad Khalifa,S40SN4KVF_U,https://www.youtube.com/watch?v=S40SN4KVF_U,MA82.en-US.vtt,-,-,-,Legacy 31.2: 31.2
Messenger Audio,83,-,MA 83  —  Messenger Audio,-,-,-,-,-,Dr. Rashad Khalifa,AwSXkca9API,https://www.youtube.com/watch?v=AwSXkca9API,MA83.en-US.vtt,-,-,-,Legacy 32: 32
Messenger Audio,84,-,MA 84  —  Messenger Audio,-,-,-,-,-,Dr. Rashad Khalifa,m9QGqoy3psA,https://www.youtube.com/watch?v=m9QGqoy3psA,MA84.en-US.vtt,-,-,-,Legacy 33.1: 33.1
Messenger Audio,85,-,MA 85  —  Messenger Audio,-,-,-,-,-,Dr. Rashad Khalifa,HDfxRIGuYAQ,https://www.youtube.com/watch?v=HDfxRIGuYAQ,MA85.en-US.vtt,-,-,-,Legacy 33.2: 33.2
Messenger Audio,86,-,MA 86  —  Messenger Audio,-,-,-,-,-,Dr. Rashad Khalifa,iYOiVtR3OWw,https://www.youtube.com/watch?v=iYOiVtR3OWw,MA86.en-US.vtt,-,-,-,Legacy 34.1: 34.1
Messenger Audio,87,-,MA 87  —  Messenger Audio,-,-,-,-,-,Dr. Rashad Khalifa,Az4UWiAPUqQ,https://www.youtube.com/watch?v=Az4UWiAPUqQ,MA87.en-US.vtt,-,-,-,Legacy 34.2: 34.2
Messenger Audio,88,-,MA 88  —  Messenger Audio,-,-,-,-,-,Dr. Rashad Khalifa,Oese-TZjQwc,https://www.youtube.com/watch?v=Oese-TZjQwc,MA88.en-US.vtt,-,-,-,Legacy 35: 35
Messenger Audio,89,-,MA 89  —  Messenger Audio,-,-,-,-,-,Dr. Rashad Khalifa,mncLsw6EQa0,https://www.youtube.com/watch?v=mncLsw6EQa0,MA89.en-US.vtt,-,-,-,Legacy 36.1: 36.1
