index,id,title,pdf_filename,source_url,section_index,section_type,heading_level,content
183,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,183,paragraph,,"Thus, Zakat and Hajj, together, give a total of 2395+645 = 3040 = 19x160."
184,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,184,heading,2,THE QURAN'S MATHEMATICAL STRUCTURE
185,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,185,paragraph,,"The Quran's suras, verses, words, and letters are not only mathematically composed, but also arranged into a superhuman structure that is purely mathematical, i.e., the literary content has nothing to do with such an arrangement."
186,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,186,paragraph,,"Since the physical construction of the Quran is purely mathematical, it would be expected that the numbers mentioned in the Quran must conform with the Quran's 19-based code."
187,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,187,paragraph,,"A total of 30 unique numbers are mentioned throughout the Quran, and the sum of all these numbers is 162146, a multiple of 19 (162146 = 19x8534). Table 24 lists all the numbers mentioned in the Quran, without the repetitions."
188,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,188,paragraph,,"The numbers which are mentioned only once in the Quran are: 11, 19, 20, 50, 60, 80, 99, 300, 2000, 3000, 5000, 50000, and 100000."
189,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,189,paragraph,,"All the numbers mentioned in the Quran, with repetitions, occur 285 times, and this number is a multiple of 19; 285 = 19x15."
190,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,190,paragraph,,Table 24: All the Quranic Numbers.
191,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,191,table,,Number Location Example 1 2:163 2 4:11 3 4:171 4 9:2 5 18:22 6 25:59 7 41:12 8 69:17 9 27:48 10 2:196 11 12:4 12 9:36 19 74:30 20 8:65 30 7:142 40 7:142 50 29:14 60 58:4 70 9:80 80 24:4 99 38:23 100 2:259 200 8:65 300 18:25 1000 2:96 2000 8:66 3000 3:124 5000 3:125 50000 70:4 100000 37:147 162146 (19 x 8534)
192,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,192,heading,2,The Numbers of Suras and Verses
193,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,193,paragraph,,The numbering system of the Quran's suras and verses has been perfectly preserved. Only a few unauthorized and easily detectable printings deviate from the standard system that is divinely guarded.
194,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,194,paragraph,,"When we add the numbers of all suras, plus the number of verses in every sura, plus the sum of verse numbers, the Grand total for the whole Quran comes to 346199, 19x19x959. Table 25 is an abbreviated presentation of these data. Thus, the slightest alteration of a single sura or verse would have destroyed this system. As shown in Table 16, if we consider only the 29 initialed suras, these same data produce a Grand Total which is also a multiple of 19. It follows that the data for the un-initialed suras are also divisible by 19. Table 26 is an abbreviated presentation of the same data related to the 85 un-initialed suras."
195,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,195,paragraph,,Table 25: Mathematical Coding of the Sura and Verse Numbers.
196,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,196,table,,Sura No. No.of Verses Sum of Verse #s TOTAL 1 7 28 36 2 286 41041 41329 - - - - 9 127 8128 8264 - - - - 113 5 15 133 114 6 21 141 6555 6234 333410 346199 (19x19x959)
197,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,197,paragraph,,Table 26: Mathematical Coding of the 85 Un-initialed Suras
198,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,198,table,,Sura No. No.of Verses Sum of Verse #s TOTAL 1 7 28 36 4 176 15576 15756 - - - - 9 127 8128 8264 - - - - 113 5 15 133 114 6 21 141 5733 3491 146842 156066 (19x8214)
199,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,199,heading,2,Superhuman Numerical Combinations
200,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,200,paragraph,,"Let us write down the number of each verse in the Quran, preceded for each sura by the number of verses in that sura. Thus, Sura 1, which consists of seven verses, will be represented by the number 7 1234567. What we are doing here is forming long numbers by writing the numbers of verses next to each other. To find the number representing Sura 2, you write down the number of verses in this sura, 286, followed by the number of every verse, written next to each other. Thus, the number representing Sura 2 will look like this: 286 12345.....284285286. The two numbers representing the first two suras are:"
201,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,201,paragraph,,"Putting these two numbers together to form one number representing the first two suras, we get this number:"
202,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,202,paragraph,,"This process is continued until every verse in the Quran is written down, thus forming one very long number encompassing the number of every verse in the Quran. The number representing the whole Quran is a multiple of 19 & consists of 12692 digits, which is also a multiple of 19."
203,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,203,table,,7 1234567 286 12345...286 ...5 12345 6 123456 FIRST No: This very long number consists of 12692 digits (19x668) and includes every verse in the Quran. The number of verses in each sura precedes its verses. A special computer program that divides very long numbers has shown that this long number is a multiple of 19.
204,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,204,paragraph,,"Instead of putting the total number of verses in every sura ahead of the sura, let us put it at the end of every sura. Thus, the number representing Sura 1 will look like this: 1234567 7, instead of 7 1234567. The number representing Sura 2 will look like this: 12345.....284 285 286 286 instead of 286 12345.....284285286. The numbers representing the first two suras will look like this:"
205,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,205,paragraph,,"Putting these two numbers together to form a longer number representing the first two suras, we get a number that looks like this:"
206,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,206,paragraph,,"Since we are putting the total number of verses per sura at the end of each sura, we must put the total number of numbered verses (6234) at the end of the Quran. The last numbers, therefore, represent the last sura (123456 6), followed by the total number of numbered verses in the Quran (6234):"
207,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,207,paragraph,,"Putting together all the verses of all the suras, produces a long number that consists of 12696 digits, and is a multiple of 19."
208,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,208,table,,"1234567 7 12345...286 286 12345 5...123456 6 6234 SECOND No: The number of every verse in every sura is followed by the number of verses per sura. The last 11 digits shown here are the 6 verses of the last sura, followed by its number of verses (6), followed by the number of numbered verses in the Quran (6234). The complete, very long number, is a multiple of 19."
209,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,209,heading,3,Now let us include the number of every sura.
210,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,210,paragraph,,"Write down the number of every verse in every sura, followed by the number of the sura, followed by the number of verses in the sura. Thus, the number representing Sura 1 looks like this: 1 2 3 4 5 6 7 1 7. The number representing Sura 2 looks like this: 1 2 3 4 5 .....284 285 286 2 286. The number representing the last sura (No. 114) looks like this: 1 2 3 4 5 6 114 6. The total number of numbered verses (6234) is added at the end. This number, representing the whole Quran, is a multiple of 19; it looks like this:"
211,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,211,table,,"1234567 1 7 12345...286 2 286 ...123456 114 6 6234 THIRD No: The number of every verse, followed by the sura number, then the number of verses in the sura. The total number of numbered verses is added at the end. The long number (12930 digits) is a multiple of 19."
212,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,212,paragraph,,"Instead of putting the total number of verses in every sura after the sura, let us now put it ahead of the sura. Thus, the number representing Sura 1 looks like this: 7 1234567 1, instead of 1234567 1 7, and the number representing Sura 2 looks like this: 286 12345.....284 285 286 2, instead of 12345.....284 285 286 2 286. This very long number representing the whole Quran is a multiple of 19."
213,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,213,table,,"7 1234567 1 286 12345...286 2...6 123456 114 6234 FOURTH No: The total number of verses in each sura is followed by the number of every verse, then the sura number. The last 14 digits shown above are the number of verses in the last sura (6), followed by the numbers of the six verses (123456), followed by the number of the sura (114), then the total number of numbered verses in the Quran. The very long number (consisting of 12930 digits) is a multiple of 19."
214,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,214,paragraph,,"Now, let us write down the number of every verse in every sura, followed by the sum of verse numbers for every sura. Sura 1 consists of 7 verses, and the sum of verse numbers is 1+2+3+4+5+6+7 = 28. Thus, the number representing Sura 1 looks like this: 1234567 28."
215,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,215,paragraph,,"The sum of verse numbers for Sura 2 is 41041 (1+2+3+ ... + 286). Thus, the number representing Sura 2 looks like this: 12345...284 285 286 41041."
216,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,216,paragraph,,"The number representing the last sura, which consists of 6 verses, looks like this: 123456 21, since 1+2+3+4+5+6 = 21."
217,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,217,paragraph,,"The complete number, representing the whole Quran, consists of 12836 digits and is a multiple of 19. It looks like this:"
218,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,218,table,,"1234567 28 12345...284285286 41041...123456 21 FIFTH No: The number of every verse in every sura is followed by the sum of verse numbers. The long number consists of 12836 digits, and is a multiple of 19."
219,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,219,paragraph,,"Remarkably, if we take the “Fifth No.” shown above and reverse the order of verse numbers and sum of verse numbers, i.e., move the sum of verse numbers, and put it ahead of the sura, the resulting long number is still a multiple of 19."
220,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,220,table,,"28 1234567 41041 12345....285286.....21 123456 SIXTH No: Placing the sum of verse numbers ahead of each sura, instead of after it, produces a long number (12836 digits) that is also a multiple of 19."
221,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,221,paragraph,,"Even writing the suras backward, i.e., reversing the order of suras by starting with the last sura and ending with the first sura, and placing the sum of verse numbers after the verses of each sura, the product is still a multiple of 19."
222,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,222,table,,"123456 21 12345 15..12345..286 41041 1234567 28 SEVENTH No: Reversing the order of suras — starting from the last sura and ending with the first sura — and writing down the number of every verse, with the sum of verse numbers for every sura after its verses, the product is a long number consisting of 12836 digits. This long number is a multiple of 19."
223,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,223,paragraph,,"Write the sum of verse numbers for the whole Quran (333410), followed by the number of numbered verses in the Quran (6234), then the number of suras (114). Every sura is then represented by its number followed by its number of verses. The numbers representing Suras 1 and 2 are 1 7 and 2 286. The complete number, covering all suras of the Quran, consists of 474 digits, and is a multiple of 19 — it looks like this:"
224,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,224,table,,"333410 6234 114 1 7 2 286 3 200..113 5 114 6 EIGHTH No: The Grand Sum of verse numbers (333410) is followed by the number of numbered verses (6234), the number of suras (114), then the sura numbers and numbers of verses of every sura."
225,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,225,paragraph,,"Now let us reverse the order of sura number and its number of verses as presented in the “Eighth No.” Thus, the numbers representing the first two suras look like this: 7 1 & 286 2, instead of 1 7 & 2 286. The complete number also consists of 474 digits and is still a multiple of 19. It looks like this:"
226,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,226,table,,333410 6234 114 7 1 286 2 200 3...5 113 6 114 NINTH No: Reversing the sequence of sura number and number of verses still gives us a long number that is a multiple of 19.
227,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,227,paragraph,,"If we write down the sum of verse numbers for Sura 1 (28), followed by the sum of verse numbers for Sura 2 (41041), and so on to the end of the Quran, and placing the Grand Sum of verse numbers (333410) at the end, the resulting long number (Tenth No.) consists of 377 digits, and is a multiple of 19."
228,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,228,table,,"28 41041 20100 ..... 15 21 333410 TENTH No: The sums of verse numbers for every sura in the Quran, are written next to each other, followed at the end by the Grand Sum of verse numbers (333410). This long number (377 digits) is a multiple of 19."
229,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,229,paragraph,,"If we write down the number of suras in the Quran (114), followed by the total number of numbered verses (6234), followed by the number of every sura and its sum of verse numbers, the final long number (612 digits) is a multiple of 19."
230,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,230,table,,"114 6234 1 28 2 41041 3 20100...113 15 114 21 ELEVENTH No: The number of suras, followed by the number of numbered verses, then the number of every sura and its sum of verse numbers, produce this long number (612 digits) that is a multiple of 19."
231,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,231,paragraph,,"Lest anyone may think that any Quranic parameter is left un-guarded with this awesome mathematical code, let us look at more parameters."
232,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,232,paragraph,,"If we write down the number of suras (114), followed by the number of numbered verses, followed by the Grand Sum of verse numbers in the whole Quran (333410), followed by the numbers of every sura and its verses, we end up with a very long number (12712 digits) that is a multiple of 19."
233,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,233,table,,114 6234 333410 1 1 2 3 4 5 6 7...114 1 2 3 4 5 6 TWELFTH NUMBER
234,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,234,paragraph,,"If we write down the numbers of verses in every sura next to each other, we end up with a 235-digit number that is a multiple of 19. To do this, write down the total number of numbered verses in the Quran (6234), followed by the number of verses in every sura, then close with the total number of numbered verses in the Quran. The final long number looks like this:"
235,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,235,table,,6234 7 286 200 176 ..... 127 .... 5 4 5 6 6234 (total verses) (First 4 suras) (Sura 9) (Last 4 suras) (total verses) THIRTEENTH NUMBER
236,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,236,paragraph,,"If we write down the number of numbered verses in the Quran (6234), followed by the number of suras (114), followed by the number of every verse in every sura, then close with the number of verses in the Quran (6234) and the number of suras (114), the final number consists of 12479 digits, and is a multiple of 19."
237,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,237,table,,6234 114 1234567 12345...286...123456 6234 114 FOURTEENTH NUMBER
238,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,238,paragraph,,"Another long number that consists of 12774 digits is formed by writing down the number of every verse in every sura, followed by the number of every sura added to its number of verses. Sura 1 consists of 7 verses, and the total 1+7 is 8. Therefore, the number representing Sura 1 looks like this: 1234567 8. Since Sura 2 consists of 286 verses, the number representing Sura 2 looks like this: 12345...286 288. This is done for every sura in the Quran. The final combined number consists of 12774 digits, and is a multiple of 19."
239,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,239,table,,1234567 8 12345 ...... 286 288 ........... 123456 120 (1+7) (2+286) (114+6) FIFTEENTH NUMBER
240,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,240,paragraph,,"More specialized features are in Appendices 2, 9, 19, 24, 25, 26, 29, and 37."
241,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,241,heading,2,Last Minute Discovery
242,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,242,paragraph,,"[May 26, 1989 — Add to Appendix 1]"
243,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,243,paragraph,,Mr. Abdullah Arik made the following discoveries just before printing time:
244,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,244,paragraph,,"1. If we write down the number of verses in every sura, followed by the sum of verse numbers, and keep all number justified to the left, the total of all left-justified numbers is 4,859,309,774, or 19x255753146 (Table 1)."
245,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,245,paragraph,,"2. Do the same as above, except write down the number of every verse, instead of the number of verses. The total this time consists of 757 digits and is still a multiple of 19 (Table 2)."
246,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,246,paragraph,,"3. Do the same as above, but justify everything to the right, and write down the sura number, followed by the number of verses in that sura, followed by the number of every verse in the sura, and finally, the sum of verse numbers. The total consists of 759 digits and is also a multiple of 19 (Table 3)."
247,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,247,paragraph,,GOD BE GLORIFIED.
248,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,248,paragraph,,Table 1
249,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,249,table,,Sura 1 728 Sura 2 28641041 - - Sura 114 621 Total = 4859309774 = 19 x 255753146
250,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,250,paragraph,,Table 2
251,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,251,table,,Sura 1 123456728 Sura 2 1234...28641041 - - Sura 114 12345621
252,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,252,paragraph,,Table 3
253,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,253,table,,Sura 1 17123456728 Sura 2 2286123 ... 28641041 - - Sura 114 114612345621
254,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,254,heading,2,A Witness From the Children of Israel [46:10]
255,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,255,table,,"Proclaim: “What if it is from God, and you disbelieved in it? A witness from the Children of Israel has borne witness to a similar phenomenon, and he has believed, while you have turned too arrogant to believe. God does not guide the wicked.” [ 46:10]"
256,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,256,paragraph,,"The following quotation is taken from STUDIES IN JEWISH MYSTICISM , (Association for Jewish Studies, Cambridge, Mass., Joseph Dan & Frank Talmage, eds., Page 88, 1982). The quotation refers to the work of Rabbi Judah the Pious (12th Century AD):"
257,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,257,paragraph,,"The people [Jews] in France made it a custom to add [in the morning prayer] the words: "" 'Ashrei temimei derekh [blessed are those who walk the righteous way],"" and our Rabbi, the Pious, of blessed memory, wrote that they were completely and utterly wrong. It is all gross falsehood, because there are only nineteen times that the Holy Name is mentioned [in that portion of the morning prayer]... and similarly you find the word 'Elohim nineteen times in the pericope of Ve-'elleh shemot. . . . Similarly, you find that Israel were called ""sons"" nineteen times, and there are many other examples. All these sets of nineteen are intricately intertwined, and they contain many secrets and esoteric meanings, which are contained in more than eight large volumes. . . Furthermore, in this section there are 152 (19x8) words. ..."
258,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,258,heading,2,Acknowledgments
259,appendix-1,1. One of the Great Miracles [74:35],appendix_1.pdf,https://www.masjidtucson.org/quran/appendices/appendix1.html,259,paragraph,,"All praise and thanks are due to God who has willed that His miracle of the Quran shall be revealed at this time. He has distinguished the following individuals and blessed them by revealing through them many portions of this momentous discovery: Abdullah Arik, Mohamoud Ali Abib, Lisa Spray, Edip Yuksel, Ihsan Ramadan, Feroz Karmally, Ismail Barakat, Gatut Adisoma, Ahmed Yusuf (of Lagos), Cesar A. Majul, Muhtesem Erisen, Emily Kay Sterrett and Cecilia Albertha Wallen."
260,appendix-2,2. God's Messenger of the Covenant,appendix_2.pdf,https://www.masjidtucson.org/quran/appendices/appendix2.html,1,heading,1,God's Messenger of the Covenant
261,appendix-2,2. God's Messenger of the Covenant,appendix_2.pdf,https://www.masjidtucson.org/quran/appendices/appendix2.html,2,paragraph,,God's Messenger of the Covenant is a consolidating messenger. His mission is to purify and unify all existing religions into one: Submission (Islam).
262,appendix-2,2. God's Messenger of the Covenant,appendix_2.pdf,https://www.masjidtucson.org/quran/appendices/appendix2.html,3,paragraph,,"Islam is NOT a name; it is a description of one's total submission and devotion to God ALONE, without idolizing Jesus, Mary, Muhammad, or the saints. Anyone who meets this criterion is a ""Muslim"" (Submitter). Therefore, one may be a Muslim Jew, a Muslim Christian, a Muslim Hindu, a Muslim Buddhist, or Muslim Muslim."
263,appendix-2,2. God's Messenger of the Covenant,appendix_2.pdf,https://www.masjidtucson.org/quran/appendices/appendix2.html,4,paragraph,,"God's Messenger of the Covenant delivers God's proclamation that ""The only religion approved by God is Submission"" (3:19) and that ""Anyone who seeks other than Submission as a religion, it will not be accepted from him/her"" (3:85)."
264,appendix-2,2. God's Messenger of the Covenant,appendix_2.pdf,https://www.masjidtucson.org/quran/appendices/appendix2.html,5,paragraph,,"A messenger of God must present proof that he is God's messenger. Every messenger of God is supported by incontrovertible divine signs proving that he is authorized by the Almighty to deliver His messages. Moses threw down his staff and it turned into a serpent, Jesus healed the leprous and revived the dead by God's leave, Sãleh's sign was the famous camel, Abraham walked out of the fire, and Muhammad's miracle was the Quran (29:50-51)."
265,appendix-2,2. God's Messenger of the Covenant,appendix_2.pdf,https://www.masjidtucson.org/quran/appendices/appendix2.html,6,paragraph,,"The Quran (3:81, 33:7, 33:40) and the Bible (Malachi 3:1-3) have prophesied the advent of the consolidating messenger, God's Messenger of the Covenant. It is only befitting that a messenger with such a crucial mission must be supported by the most powerful miracle (74:30-35). While the miracles of previous messengers were limited in time and place, God's miracle supporting His Messenger of the Covenant is perpetual; it can be witnessed by anyone, at anytime, in any place."
266,appendix-2,2. God's Messenger of the Covenant,appendix_2.pdf,https://www.masjidtucson.org/quran/appendices/appendix2.html,7,paragraph,,"This Appendix presents physical, examinable, verifiable, and irrefutable evidence that Rashad Khalifa is God's Messenger of the Covenant."
267,appendix-2,2. God's Messenger of the Covenant,appendix_2.pdf,https://www.masjidtucson.org/quran/appendices/appendix2.html,8,heading,2,A Quranic Truth
268,appendix-2,2. God's Messenger of the Covenant,appendix_2.pdf,https://www.masjidtucson.org/quran/appendices/appendix2.html,9,paragraph,,"One of the major prophecies in the Quran is that God's Messenger of the Covenant will be sent after all the prophets have come to this world, and after all of God's scriptures have been delivered."
269,appendix-2,2. God's Messenger of the Covenant,appendix_2.pdf,https://www.masjidtucson.org/quran/appendices/appendix2.html,10,paragraph,,"Verse 3:81, among many other verses, provides the definitions of ""Nabi"" (Prophet) and ""Rasoul"" (Messenger). Thus, ""Nabi"" is a messenger of God who delivers a new scripture, while ""Rasoul"" is a messenger commissioned by God to confirm existing scripture; he does not bring a new scripture. According to the Quran, every ""Nabi"" is a ""Rasoul,"" but not every ""Rasoul"" is a ""Nabi."""
270,appendix-2,2. God's Messenger of the Covenant,appendix_2.pdf,https://www.masjidtucson.org/quran/appendices/appendix2.html,11,paragraph,,"Not every messenger was given a new scripture. It is not logical that God will give a scripture to a prophet, then ask him to keep it exclusively for himself, as stated by some Muslim ""scholars"" (2:42, 146, 159). Those who are not sufficiently familiar with the Quran tend to think that Aaron was a ""Nabi,"" as stated in 19:53, who did not receive a scripture. However, the Quran clearly states that the Torah was given specifically ""to both Moses and Aaron"" (21:48, 37:117)."
271,appendix-2,2. God's Messenger of the Covenant,appendix_2.pdf,https://www.masjidtucson.org/quran/appendices/appendix2.html,12,paragraph,,"We learn from the Quran, 33:40, that Muhammad was the last prophet (Nabi), but not the last messenger (Rasoul):"
272,appendix-2,2. God's Messenger of the Covenant,appendix_2.pdf,https://www.masjidtucson.org/quran/appendices/appendix2.html,13,paragraph,,"This crucial definition is confirmed by the Quran's mathematical code. The expression used in 33:40 is ""Muhammad Khaatum Al-Nabiyyeen"" (the last prophet). The gematrical value of this expression, plus the sura number (33) and the verse number (40) is 1349, 19x71, while the value of the erroneous expression ""Muhammad Khaatum Al-Mursaleen"" (the last messenger) is not a multiple of 19."
273,appendix-2,2. God's Messenger of the Covenant,appendix_2.pdf,https://www.masjidtucson.org/quran/appendices/appendix2.html,14,paragraph,,"From time immemorial, it has been a human trait to reject a contemporary, living messenger. Joseph was declared ""the last messenger"" (40:34). Yet, many messengers came after him, including Moses, David, Solomon, Jesus, and Muhammad."
274,appendix-2,2. God's Messenger of the Covenant,appendix_2.pdf,https://www.masjidtucson.org/quran/appendices/appendix2.html,15,heading,3,The Covenant Fulfilled
275,appendix-2,2. God's Messenger of the Covenant,appendix_2.pdf,https://www.masjidtucson.org/quran/appendices/appendix2.html,16,paragraph,,"Although the prophets are dead, as far as this world is concerned, we know that their souls, the real persons, eternally exist somewhere in the universe. Several verses enjoin us from thinking that the believers who shed their bodies and departed this world are dead (2:154, 3:169, 4:69). Although they cannot come back to our world (23:100), they are “alive” somewhere else in the universe. [Appendix 17]"
